Datum Zeit,Borna PM10
,µg/m³
31-10-00,4
30-10-00,11
29-10-00,11
28-10-00,12
27-10-00,21
26-10-00,16
25-10-00,19
24-10-00,18
23-10-00,39
22-10-00,27
21-10-00,34
20-10-00,28
19-10-00,24
18-10-00,25
17-10-00,31
16-10-00,41
15-10-00,41
14-10-00,
13-10-00,
12-10-00,21
11-10-00,14
10-10-00,19
09-10-00,25
08-10-00,10
07-10-00,15
06-10-00,18
05-10-00,38
04-10-00,31
03-10-00,15
02-10-00,13
01-10-00,25

