Datum Zeit,Collmberg PM10
,µg/m³
31-10-00,1
30-10-00,6
29-10-00,5
28-10-00,4
27-10-00,12
26-10-00,7
25-10-00,11
24-10-00,10
23-10-00,27
22-10-00,22
21-10-00,24
20-10-00,18
19-10-00,9
18-10-00,9
17-10-00,16
16-10-00,32
15-10-00,32
14-10-00,29
13-10-00,19
12-10-00,7
11-10-00,7
10-10-00,9
09-10-00,12
08-10-00,8
07-10-00,9
06-10-00,13
05-10-00,28
04-10-00,14
03-10-00,8
02-10-00,2
01-10-00,22

