Datum Zeit,Collmberg SO2
,µg/m³
01-11-00 00:00,1.5
31-10-00 23:00,1.5
31-10-00 22:00,1.4
31-10-00 21:00,
31-10-00 20:00,1.5
31-10-00 19:00,1.5
31-10-00 18:00,1.3
31-10-00 17:00,1.4
31-10-00 16:00,1.4
31-10-00 15:00,1.3
31-10-00 14:00,1.5
31-10-00 13:00,1.4
31-10-00 12:00,1.4
31-10-00 11:00,1.4
31-10-00 10:00,1.6
31-10-00 09:00,1.4
31-10-00 08:00,1.5
31-10-00 07:00,1.6
31-10-00 06:00,1.6
31-10-00 05:00,1.7
31-10-00 04:00,2.0
31-10-00 03:00,2.3
31-10-00 02:00,2.4
31-10-00 01:00,2.7
31-10-00 00:00,3.0
30-10-00 23:00,4.3
30-10-00 22:00,4.4
30-10-00 21:00,
30-10-00 20:00,6.4
30-10-00 19:00,2.6
30-10-00 18:00,3.4
30-10-00 17:00,2.9
30-10-00 16:00,2.8
30-10-00 15:00,1.8
30-10-00 14:00,1.9
30-10-00 13:00,2.2
30-10-00 12:00,2.5
30-10-00 11:00,2.0
30-10-00 10:00,1.9
30-10-00 09:00,1.7
30-10-00 08:00,1.7
30-10-00 07:00,1.5
30-10-00 06:00,1.5
30-10-00 05:00,1.6
30-10-00 04:00,1.6
30-10-00 03:00,1.7
30-10-00 02:00,1.9
30-10-00 01:00,1.7
30-10-00 00:00,1.6
29-10-00 23:00,1.6
29-10-00 22:00,
29-10-00 21:00,1.6
29-10-00 20:00,1.6
29-10-00 19:00,1.5
29-10-00 18:00,1.4
29-10-00 17:00,1.4
29-10-00 16:00,1.4
29-10-00 15:00,1.5
29-10-00 14:00,1.5
29-10-00 13:00,1.6
29-10-00 12:00,1.9
29-10-00 11:00,2.0
29-10-00 10:00,2.3
29-10-00 09:00,2.3
29-10-00 08:00,2.2
29-10-00 07:00,2.2
29-10-00 06:00,2.5
29-10-00 05:00,2.6
29-10-00 04:00,3.6
29-10-00 03:00,3.4
29-10-00 02:00,2.1
29-10-00 01:00,2.2
29-10-00 00:00,2.6
28-10-00 23:00,3.9
28-10-00 22:00,
28-10-00 21:00,3.0
28-10-00 20:00,1.9
28-10-00 19:00,3.8
28-10-00 18:00,1.4
28-10-00 17:00,1.3
28-10-00 16:00,1.1
28-10-00 15:00,1.1
28-10-00 14:00,1.3
28-10-00 13:00,1.3
28-10-00 12:00,1.2
28-10-00 11:00,1.2
28-10-00 10:00,1.2
28-10-00 09:00,1.0
28-10-00 08:00,1.0
28-10-00 07:00,1.0
28-10-00 06:00,1.1
28-10-00 05:00,1.1
28-10-00 04:00,1.6
28-10-00 03:00,1.7
28-10-00 02:00,1.5
28-10-00 01:00,1.5
28-10-00 00:00,1.7
27-10-00 23:00,
27-10-00 22:00,1.9
27-10-00 21:00,1.8
27-10-00 20:00,2.0
27-10-00 19:00,2.3
27-10-00 18:00,2.5
27-10-00 17:00,4.4
27-10-00 16:00,4.5
27-10-00 15:00,4.5
27-10-00 14:00,7.4
27-10-00 13:00,10.4
27-10-00 12:00,4.2
27-10-00 11:00,3.4
27-10-00 10:00,4.3
27-10-00 09:00,4.2
27-10-00 08:00,4.8
27-10-00 07:00,5.3
27-10-00 06:00,3.8
27-10-00 05:00,3.3
27-10-00 04:00,5.1
27-10-00 03:00,4.7
27-10-00 02:00,4.7
27-10-00 01:00,
27-10-00 00:00,4.8
26-10-00 23:00,5.9
26-10-00 22:00,3.8
26-10-00 21:00,2.6
26-10-00 20:00,2.9
26-10-00 19:00,2.9
26-10-00 18:00,3.7
26-10-00 17:00,3.2
26-10-00 16:00,4.1
26-10-00 15:00,3.4
26-10-00 14:00,4.7
26-10-00 13:00,4.0
26-10-00 12:00,3.1
26-10-00 11:00,3.4
26-10-00 10:00,3.7
26-10-00 09:00,3.3
26-10-00 08:00,4.3
26-10-00 07:00,2.3
26-10-00 06:00,1.6
26-10-00 05:00,1.7
26-10-00 04:00,1.0
26-10-00 03:00,1.1
26-10-00 02:00,
26-10-00 01:00,2.1
26-10-00 00:00,5.0
25-10-00 23:00,3.8
25-10-00 22:00,6.6
25-10-00 21:00,2.8
25-10-00 20:00,3.0
25-10-00 19:00,2.0
25-10-00 18:00,1.6
25-10-00 17:00,1.7
25-10-00 16:00,1.6
25-10-00 15:00,1.6
25-10-00 14:00,1.8
25-10-00 13:00,2.1
25-10-00 12:00,2.3
25-10-00 11:00,2.7
25-10-00 10:00,3.2
25-10-00 09:00,3.3
25-10-00 08:00,3.4
25-10-00 07:00,3.3
25-10-00 06:00,2.4
25-10-00 05:00,1.9
25-10-00 04:00,1.8
25-10-00 03:00,1.7
25-10-00 02:00,
25-10-00 01:00,1.5
25-10-00 00:00,1.7
24-10-00 23:00,1.8
24-10-00 22:00,2.5
24-10-00 21:00,4.9
24-10-00 20:00,5.3
24-10-00 19:00,5.2
24-10-00 18:00,3.3
24-10-00 17:00,1.5
24-10-00 16:00,1.2
24-10-00 15:00,1.0
24-10-00 14:00,1.0
24-10-00 13:00,1.6
24-10-00 12:00,4.3
24-10-00 11:00,1.8
24-10-00 10:00,1.6
24-10-00 09:00,1.4
24-10-00 08:00,1.3
24-10-00 07:00,1.3
24-10-00 06:00,1.4
24-10-00 05:00,1.4
24-10-00 04:00,1.4
