Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2000-08-01,01:00,,0.1,1,5,2,,,1.0
2000-08-01,02:00,,0.1,,,2,,,
2000-08-01,03:00,,0.1,1,3,,,,1.0
2000-08-01,04:00,,0.1,4,5,1,,,1.0
2000-08-01,05:00,,,23,8,1,,,1.0
2000-08-01,06:00,,0.2,50,12,1,,,1.0
2000-08-01,07:00,,0.2,32,11,3,,,1.0
2000-08-01,08:00,,0.1,23,15,23,,,1.0
2000-08-01,09:00,,0.1,11,13,56,,,1.0
2000-08-01,10:00,,0.1,2,8,97,,,1.4
2000-08-01,11:00,,0.1,3,11,110,,,1.0
2000-08-01,12:00,,0.1,2,8,113,,,1.0
2000-08-01,13:00,,0.1,3,10,111,,,1.0
2000-08-01,14:00,,0.1,5,15,112,,,1.0
2000-08-01,15:00,,0.1,5,13,113,,,1.0
2000-08-01,16:00,,0.1,4,8,119,,,1.0
2000-08-01,17:00,,0.1,2,8,121,,,1.0
2000-08-01,18:00,,0.1,2,9,116,,,1.0
2000-08-01,19:00,,0.1,1,7,95,,,1.0
2000-08-01,20:00,,0.1,1,8,71,,,1.0
2000-08-01,21:00,,0.1,1,8,53,,,1.0
2000-08-01,22:00,,0.1,1,11,31,,,1.0
2000-08-01,23:00,,0.1,1,7,24,,,1.0
2000-08-02,00:00,,0.1,1,6,17,,,1.0
2000-08-02,01:00,,0.1,1,5,12,,,1.0
2000-08-02,02:00,,0.1,,,,,,
2000-08-02,03:00,,0.1,1,4,6,,,1.0
2000-08-02,04:00,,0.1,1,4,3,,,1.0
2000-08-02,05:00,,0.1,11,7,1,,,1.0
2000-08-02,06:00,,0.1,22,11,1,,,1.0
2000-08-02,07:00,,0.1,41,14,4,,,1.0
2000-08-02,08:00,,0.1,6,11,26,,,1.0
2000-08-02,09:00,,0.1,10,15,81,,,1.0
2000-08-02,10:00,,0.2,7,14,102,,,1.0
2000-08-02,11:00,,0.1,4,17,88,,,1.3
2000-08-02,12:00,,0.1,8,21,97,,,1.0
2000-08-02,13:00,,0.1,10,21,89,,,1.0
2000-08-02,14:00,,0.1,3,13,79,,,1.0
2000-08-02,15:00,,0.1,2,9,81,,,1.0
2000-08-02,16:00,,0.1,4,12,78,,,1.0
2000-08-02,17:00,,0.1,5,16,84,,,1.0
2000-08-02,18:00,,0.1,2,9,92,,,1.0
2000-08-02,19:00,,0.1,1,11,90,,,1.0
2000-08-02,20:00,,0.1,1,10,90,,,1.0
2000-08-02,21:00,,0.1,1,10,79,,,1.0
2000-08-02,22:00,,0.1,1,11,51,,,1.0
2000-08-02,23:00,,0.1,2,10,54,,,1.0
2000-08-03,00:00,,0.1,1,7,58,,,1.0
2000-08-03,01:00,,0.1,,,54,,,
2000-08-03,02:00,,0.1,1,6,,,,1.0
2000-08-03,03:00,,0.1,1,5,27,,,1.0
2000-08-03,04:00,,0.1,1,5,17,,,1.0
