Datum Zeit,Plauen-Sued PM10
,µg/m³
30-06-09,23
29-06-09,21
28-06-09,16
27-06-09,20
26-06-09,22
25-06-09,28
24-06-09,22
23-06-09,16
22-06-09,14
21-06-09,8
20-06-09,11
19-06-09,20
18-06-09,16
17-06-09,14
16-06-09,9
15-06-09,17
14-06-09,12
13-06-09,11
12-06-09,11
11-06-09,8
10-06-09,10
09-06-09,11
08-06-09,11
07-06-09,7
06-06-09,19
05-06-09,14
04-06-09,14
03-06-09,14
02-06-09,
01-06-09,11

