Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
30-06-09,28
29-06-09,23
28-06-09,23
27-06-09,25
26-06-09,30
25-06-09,29
24-06-09,21
23-06-09,19
22-06-09,15
21-06-09,15
20-06-09,18
19-06-09,22
18-06-09,22
17-06-09,19
16-06-09,16
15-06-09,21
14-06-09,16
13-06-09,13
12-06-09,12
11-06-09,12
10-06-09,12
09-06-09,15
08-06-09,13
07-06-09,14
06-06-09,18
05-06-09,14
04-06-09,17
03-06-09,25
02-06-09,23
01-06-09,17

