Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
30-06-09,28
29-06-09,23
28-06-09,18
27-06-09,31
26-06-09,25
25-06-09,28
24-06-09,29
23-06-09,21
22-06-09,16
21-06-09,16
20-06-09,14
19-06-09,25
18-06-09,24
17-06-09,20
16-06-09,12
15-06-09,23
14-06-09,13
13-06-09,12
12-06-09,14
11-06-09,9
10-06-09,10
09-06-09,15
08-06-09,12
07-06-09,10
06-06-09,22
05-06-09,14
04-06-09,17
03-06-09,10
02-06-09,
01-06-09,

