Datum Zeit,Leipzig-West PM10
,µg/m³
30-06-09,26
29-06-09,22
28-06-09,16
27-06-09,19
26-06-09,30
25-06-09,20
24-06-09,19
23-06-09,17
22-06-09,11
21-06-09,11
20-06-09,14
19-06-09,21
18-06-09,19
17-06-09,18
16-06-09,16
15-06-09,21
14-06-09,19
13-06-09,16
12-06-09,11
11-06-09,10
10-06-09,
09-06-09,
08-06-09,12
07-06-09,12
06-06-09,16
05-06-09,11
04-06-09,14
03-06-09,21
02-06-09,20
01-06-09,13

