Datum Zeit,Glauchau PM10
,µg/m³
30-06-09,32
29-06-09,28
28-06-09,
27-06-09,
26-06-09,
25-06-09,31
24-06-09,26
23-06-09,22
22-06-09,20
21-06-09,16
20-06-09,18
19-06-09,26
18-06-09,24
17-06-09,24
16-06-09,18
15-06-09,23
14-06-09,23
13-06-09,15
12-06-09,
11-06-09,
10-06-09,
09-06-09,
08-06-09,
07-06-09,
06-06-09,
05-06-09,
04-06-09,
03-06-09,
02-06-09,
01-06-09,18

