Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
30-06-09,24
29-06-09,15
28-06-09,14
27-06-09,23
26-06-09,16
25-06-09,15
24-06-09,15
23-06-09,12
22-06-09,8
21-06-09,14
20-06-09,11
19-06-09,14
18-06-09,
17-06-09,12
16-06-09,11
15-06-09,17
14-06-09,9
13-06-09,8
12-06-09,8
11-06-09,7
10-06-09,7
09-06-09,12
08-06-09,8
07-06-09,8
06-06-09,16
05-06-09,8
04-06-09,11
03-06-09,22
02-06-09,
01-06-09,

