Datum Zeit,Collmberg O3
,µg/m³
01-08-05 00:00,72
31-07-05 23:00,80
31-07-05 22:00,90
31-07-05 21:00,94
31-07-05 20:00,94
31-07-05 19:00,98
31-07-05 18:00,95
31-07-05 17:00,90
31-07-05 16:00,86
31-07-05 15:00,83
31-07-05 14:00,81
31-07-05 13:00,82
31-07-05 12:00,79
31-07-05 11:00,76
31-07-05 10:00,75
31-07-05 09:00,72
31-07-05 08:00,60
31-07-05 07:00,55
31-07-05 06:00,65
31-07-05 05:00,56
31-07-05 04:00,50
31-07-05 03:00,46
31-07-05 02:00,40
31-07-05 01:00,42
31-07-05 00:00,45
30-07-05 23:00,50
30-07-05 22:00,51
30-07-05 21:00,69
30-07-05 20:00,76
30-07-05 19:00,81
30-07-05 18:00,88
30-07-05 17:00,96
30-07-05 16:00,101
30-07-05 15:00,97
30-07-05 14:00,94
30-07-05 13:00,89
30-07-05 12:00,81
30-07-05 11:00,80
30-07-05 10:00,76
30-07-05 09:00,75
30-07-05 08:00,64
30-07-05 07:00,57
30-07-05 06:00,58
30-07-05 05:00,66
30-07-05 04:00,77
30-07-05 03:00,89
30-07-05 02:00,91
30-07-05 01:00,
30-07-05 00:00,
29-07-05 23:00,116
29-07-05 22:00,106
29-07-05 21:00,107
29-07-05 20:00,111
29-07-05 19:00,136
29-07-05 18:00,147
29-07-05 17:00,142
29-07-05 16:00,143
29-07-05 15:00,134
29-07-05 14:00,130
29-07-05 13:00,121
29-07-05 12:00,114
29-07-05 11:00,117
29-07-05 10:00,105
29-07-05 09:00,82
29-07-05 08:00,75
29-07-05 07:00,77
29-07-05 06:00,63
29-07-05 05:00,112
29-07-05 04:00,115
29-07-05 03:00,107
29-07-05 02:00,109
29-07-05 01:00,107
29-07-05 00:00,127
28-07-05 23:00,142
28-07-05 22:00,142
28-07-05 21:00,158
28-07-05 20:00,160
28-07-05 19:00,155
28-07-05 18:00,152
28-07-05 17:00,149
28-07-05 16:00,147
28-07-05 15:00,140
28-07-05 14:00,138
28-07-05 13:00,115
28-07-05 12:00,94
28-07-05 11:00,74
28-07-05 10:00,82
28-07-05 09:00,70
28-07-05 08:00,62
28-07-05 07:00,63
28-07-05 06:00,76
28-07-05 05:00,83
28-07-05 04:00,96
28-07-05 03:00,80
28-07-05 02:00,73
28-07-05 01:00,80
28-07-05 00:00,96
27-07-05 23:00,93
27-07-05 22:00,95
27-07-05 21:00,104
27-07-05 20:00,107
27-07-05 19:00,109
27-07-05 18:00,111
27-07-05 17:00,107
27-07-05 16:00,102
27-07-05 15:00,97
27-07-05 14:00,
27-07-05 13:00,
27-07-05 12:00,
27-07-05 11:00,53
27-07-05 10:00,48
27-07-05 09:00,39
27-07-05 08:00,40
27-07-05 07:00,44
27-07-05 06:00,39
27-07-05 05:00,48
27-07-05 04:00,58
27-07-05 03:00,61
27-07-05 02:00,64
27-07-05 01:00,66
27-07-05 00:00,63
26-07-05 23:00,59
26-07-05 22:00,55
26-07-05 21:00,57
26-07-05 20:00,63
26-07-05 19:00,72
26-07-05 18:00,78
26-07-05 17:00,83
26-07-05 16:00,80
26-07-05 15:00,71
26-07-05 14:00,66
26-07-05 13:00,67
26-07-05 12:00,63
26-07-05 11:00,61
26-07-05 10:00,59
26-07-05 09:00,49
26-07-05 08:00,41
26-07-05 07:00,36
26-07-05 06:00,36
26-07-05 05:00,39
26-07-05 04:00,40
26-07-05 03:00,38
26-07-05 02:00,43
26-07-05 01:00,45
26-07-05 00:00,50
25-07-05 23:00,61
25-07-05 22:00,71
25-07-05 21:00,79
25-07-05 20:00,71
25-07-05 19:00,77
25-07-05 18:00,82
25-07-05 17:00,76
25-07-05 16:00,74
25-07-05 15:00,74
25-07-05 14:00,67
25-07-05 13:00,67
25-07-05 12:00,64
25-07-05 11:00,51
25-07-05 10:00,40
25-07-05 09:00,34
25-07-05 08:00,37
25-07-05 07:00,39
25-07-05 06:00,41
25-07-05 05:00,50
25-07-05 04:00,66
25-07-05 03:00,72
25-07-05 02:00,74
25-07-05 01:00,77
25-07-05 00:00,75
24-07-05 23:00,72
24-07-05 22:00,75
24-07-05 21:00,74
24-07-05 20:00,81
24-07-05 19:00,87
24-07-05 18:00,97
24-07-05 17:00,104
24-07-05 16:00,101
24-07-05 15:00,98
24-07-05 14:00,94
24-07-05 13:00,91
24-07-05 12:00,87
24-07-05 11:00,79
24-07-05 10:00,70
24-07-05 09:00,58
24-07-05 08:00,45
24-07-05 07:00,43
24-07-05 06:00,43
24-07-05 05:00,48
24-07-05 04:00,49
24-07-05 03:00,52
24-07-05 02:00,54
24-07-05 01:00,55
24-07-05 00:00,58
23-07-05 23:00,59
23-07-05 22:00,68
23-07-05 21:00,72
23-07-05 20:00,66
23-07-05 19:00,63
23-07-05 18:00,61
23-07-05 17:00,59
23-07-05 16:00,59
23-07-05 15:00,57
23-07-05 14:00,48
23-07-05 13:00,52
23-07-05 12:00,41
23-07-05 11:00,46
23-07-05 10:00,41
23-07-05 09:00,37
23-07-05 08:00,38
23-07-05 07:00,32
23-07-05 06:00,35
23-07-05 05:00,35
23-07-05 04:00,
23-07-05 03:00,51
23-07-05 02:00,43
23-07-05 01:00,39
23-07-05 00:00,39
22-07-05 23:00,35
22-07-05 22:00,35
22-07-05 21:00,35
22-07-05 20:00,34
22-07-05 19:00,37
22-07-05 18:00,38
22-07-05 17:00,38
22-07-05 16:00,34
22-07-05 15:00,35
22-07-05 14:00,32
22-07-05 13:00,24
22-07-05 12:00,28
22-07-05 11:00,29
22-07-05 10:00,28
22-07-05 09:00,27
22-07-05 08:00,33
22-07-05 07:00,36
22-07-05 06:00,37
22-07-05 05:00,38
22-07-05 04:00,40
22-07-05 03:00,38
22-07-05 02:00,39
22-07-05 01:00,38
22-07-05 00:00,41
21-07-05 23:00,44
21-07-05 22:00,43
21-07-05 21:00,49
21-07-05 20:00,53
21-07-05 19:00,58
21-07-05 18:00,57
21-07-05 17:00,53
21-07-05 16:00,60
21-07-05 15:00,50
21-07-05 14:00,42
21-07-05 13:00,40
21-07-05 12:00,37
21-07-05 11:00,40
21-07-05 10:00,38
21-07-05 09:00,37
21-07-05 08:00,35
21-07-05 07:00,33
21-07-05 06:00,31
21-07-05 05:00,33
21-07-05 04:00,38
21-07-05 03:00,39
21-07-05 02:00,41
21-07-05 01:00,45
21-07-05 00:00,49
20-07-05 23:00,56
20-07-05 22:00,61
20-07-05 21:00,57
20-07-05 20:00,68
20-07-05 19:00,81
20-07-05 18:00,83
20-07-05 17:00,83
20-07-05 16:00,80
20-07-05 15:00,75
20-07-05 14:00,76
20-07-05 13:00,76
20-07-05 12:00,78
20-07-05 11:00,74
20-07-05 10:00,67
20-07-05 09:00,62
20-07-05 08:00,47
20-07-05 07:00,48
20-07-05 06:00,48
20-07-05 05:00,49
20-07-05 04:00,50
20-07-05 03:00,53
20-07-05 02:00,55
20-07-05 01:00,53
20-07-05 00:00,55
19-07-05 23:00,62
19-07-05 22:00,75
19-07-05 21:00,76
19-07-05 20:00,64
19-07-05 19:00,62
19-07-05 18:00,65
19-07-05 17:00,58
19-07-05 16:00,67
19-07-05 15:00,72
19-07-05 14:00,65
19-07-05 13:00,48
19-07-05 12:00,51
19-07-05 11:00,57
19-07-05 10:00,68
19-07-05 09:00,66
19-07-05 08:00,66
19-07-05 07:00,67
19-07-05 06:00,72
19-07-05 05:00,89
19-07-05 04:00,108
19-07-05 03:00,93
19-07-05 02:00,90
19-07-05 01:00,95
19-07-05 00:00,99
18-07-05 23:00,101
18-07-05 22:00,98
18-07-05 21:00,112
18-07-05 20:00,120
18-07-05 19:00,130
18-07-05 18:00,123
18-07-05 17:00,120
18-07-05 16:00,113
18-07-05 15:00,107
18-07-05 14:00,105
18-07-05 13:00,105
18-07-05 12:00,103
18-07-05 11:00,89
18-07-05 10:00,83
18-07-05 09:00,81
18-07-05 08:00,71
18-07-05 07:00,82
18-07-05 06:00,82
18-07-05 05:00,85
18-07-05 04:00,80
18-07-05 03:00,84
18-07-05 02:00,83
18-07-05 01:00,80
18-07-05 00:00,79
17-07-05 23:00,81
17-07-05 22:00,86
17-07-05 21:00,84
17-07-05 20:00,85
17-07-05 19:00,96
17-07-05 18:00,100
17-07-05 17:00,97
17-07-05 16:00,95
17-07-05 15:00,89
17-07-05 14:00,84
17-07-05 13:00,78
17-07-05 12:00,75
17-07-05 11:00,70
17-07-05 10:00,67
17-07-05 09:00,63
17-07-05 08:00,57
17-07-05 07:00,49
17-07-05 06:00,51
17-07-05 05:00,51
17-07-05 04:00,51
17-07-05 03:00,66
17-07-05 02:00,75
17-07-05 01:00,76
17-07-05 00:00,80
16-07-05 23:00,85
16-07-05 22:00,88
16-07-05 21:00,87
16-07-05 20:00,88
16-07-05 19:00,94
16-07-05 18:00,96
16-07-05 17:00,101
16-07-05 16:00,102
16-07-05 15:00,102
16-07-05 14:00,102
16-07-05 13:00,94
16-07-05 12:00,88
16-07-05 11:00,71
16-07-05 10:00,62
16-07-05 09:00,56
16-07-05 08:00,45
16-07-05 07:00,47
16-07-05 06:00,57
16-07-05 05:00,70
16-07-05 04:00,75
16-07-05 03:00,92
16-07-05 02:00,89
16-07-05 01:00,99
16-07-05 00:00,103
15-07-05 23:00,104
15-07-05 22:00,106
15-07-05 21:00,147
15-07-05 20:00,
15-07-05 19:00,124
15-07-05 18:00,168
15-07-05 17:00,167
15-07-05 16:00,168
15-07-05 15:00,171
15-07-05 14:00,169
15-07-05 13:00,170
15-07-05 12:00,157
15-07-05 11:00,125
15-07-05 10:00,113
15-07-05 09:00,111
15-07-05 08:00,101
15-07-05 07:00,115
15-07-05 06:00,112
15-07-05 05:00,105
15-07-05 04:00,107
15-07-05 03:00,107
15-07-05 02:00,105
15-07-05 01:00,100
15-07-05 00:00,101
14-07-05 23:00,125
14-07-05 22:00,141
14-07-05 21:00,134
14-07-05 20:00,131
14-07-05 19:00,117
14-07-05 18:00,124
14-07-05 17:00,123
14-07-05 16:00,134
14-07-05 15:00,131
14-07-05 14:00,126
14-07-05 13:00,122
14-07-05 12:00,114
14-07-05 11:00,100
14-07-05 10:00,89
14-07-05 09:00,79
14-07-05 08:00,72
14-07-05 07:00,74
14-07-05 06:00,87
14-07-05 05:00,90
14-07-05 04:00,95
14-07-05 03:00,101
14-07-05 02:00,102
14-07-05 01:00,105
14-07-05 00:00,107
13-07-05 23:00,107
13-07-05 22:00,108
13-07-05 21:00,114
13-07-05 20:00,111
13-07-05 19:00,117
13-07-05 18:00,119
13-07-05 17:00,115
13-07-05 16:00,113
13-07-05 15:00,112
13-07-05 14:00,109
13-07-05 13:00,104
13-07-05 12:00,101
13-07-05 11:00,86
13-07-05 10:00,70
13-07-05 09:00,48
13-07-05 08:00,46
13-07-05 07:00,53
13-07-05 06:00,96
13-07-05 05:00,94
13-07-05 04:00,104
13-07-05 03:00,96
13-07-05 02:00,101
13-07-05 01:00,104
13-07-05 00:00,104
12-07-05 23:00,101
12-07-05 22:00,105
12-07-05 21:00,106
12-07-05 20:00,111
12-07-05 19:00,111
12-07-05 18:00,116
12-07-05 17:00,124
12-07-05 16:00,113
12-07-05 15:00,105
12-07-05 14:00,104
12-07-05 13:00,94
12-07-05 12:00,96
12-07-05 11:00,86
12-07-05 10:00,72
12-07-05 09:00,54
12-07-05 08:00,44
12-07-05 07:00,46
12-07-05 06:00,57
12-07-05 05:00,59
12-07-05 04:00,62
12-07-05 03:00,64
12-07-05 02:00,68
12-07-05 01:00,75
12-07-05 00:00,81
11-07-05 23:00,85
11-07-05 22:00,88
11-07-05 21:00,93
11-07-05 20:00,98
11-07-05 19:00,103
11-07-05 18:00,101
11-07-05 17:00,110
11-07-05 16:00,103
11-07-05 15:00,107
11-07-05 14:00,102
11-07-05 13:00,96
11-07-05 12:00,91
11-07-05 11:00,80
11-07-05 10:00,71
11-07-05 09:00,62
11-07-05 08:00,56
11-07-05 07:00,54
11-07-05 06:00,52
11-07-05 05:00,57
11-07-05 04:00,59
11-07-05 03:00,64
11-07-05 02:00,66
11-07-05 01:00,64
11-07-05 00:00,68
10-07-05 23:00,81
10-07-05 22:00,81
10-07-05 21:00,81
10-07-05 20:00,87
10-07-05 19:00,82
10-07-05 18:00,86
10-07-05 17:00,84
10-07-05 16:00,88
10-07-05 15:00,91
10-07-05 14:00,89
10-07-05 13:00,86
10-07-05 12:00,80
10-07-05 11:00,66
10-07-05 10:00,52
10-07-05 09:00,42
10-07-05 08:00,30
10-07-05 07:00,29
10-07-05 06:00,34
10-07-05 05:00,51
10-07-05 04:00,36
10-07-05 03:00,38
10-07-05 02:00,41
10-07-05 01:00,44
10-07-05 00:00,49
09-07-05 23:00,55
09-07-05 22:00,60
09-07-05 21:00,63
09-07-05 20:00,65
09-07-05 19:00,72
09-07-05 18:00,75
09-07-05 17:00,77
09-07-05 16:00,74
09-07-05 15:00,71
09-07-05 14:00,57
09-07-05 13:00,59
09-07-05 12:00,52
09-07-05 11:00,40
09-07-05 10:00,30
09-07-05 09:00,48
09-07-05 08:00,45
09-07-05 07:00,42
09-07-05 06:00,42
09-07-05 05:00,43
09-07-05 04:00,56
09-07-05 03:00,63
09-07-05 02:00,69
09-07-05 01:00,69
09-07-05 00:00,64
08-07-05 23:00,54
08-07-05 22:00,66
08-07-05 21:00,58
08-07-05 20:00,57
08-07-05 19:00,70
08-07-05 18:00,75
08-07-05 17:00,73
08-07-05 16:00,67
08-07-05 15:00,54
08-07-05 14:00,55
08-07-05 13:00,53
08-07-05 12:00,44
08-07-05 11:00,37
08-07-05 10:00,25
08-07-05 09:00,26
08-07-05 08:00,24
08-07-05 07:00,27
08-07-05 06:00,29
08-07-05 05:00,29
08-07-05 04:00,35
08-07-05 03:00,43
08-07-05 02:00,46
08-07-05 01:00,52
08-07-05 00:00,50
07-07-05 23:00,52
07-07-05 22:00,51
07-07-05 21:00,49
