Datum Zeit,Glauchau O3
,µg/m³
01-08-05 00:00,59
31-07-05 23:00,61
31-07-05 22:00,64
31-07-05 21:00,72
31-07-05 20:00,78
31-07-05 19:00,88
31-07-05 18:00,90
31-07-05 17:00,87
31-07-05 16:00,89
31-07-05 15:00,87
31-07-05 14:00,84
31-07-05 13:00,82
31-07-05 12:00,81
31-07-05 11:00,78
31-07-05 10:00,75
31-07-05 09:00,71
31-07-05 08:00,59
31-07-05 07:00,42
31-07-05 06:00,40
31-07-05 05:00,46
31-07-05 04:00,49
31-07-05 03:00,48
31-07-05 02:00,50
31-07-05 01:00,48
31-07-05 00:00,39
30-07-05 23:00,39
30-07-05 22:00,49
30-07-05 21:00,57
30-07-05 20:00,64
30-07-05 19:00,61
30-07-05 18:00,64
30-07-05 17:00,67
30-07-05 16:00,79
30-07-05 15:00,90
30-07-05 14:00,90
30-07-05 13:00,90
30-07-05 12:00,88
30-07-05 11:00,82
30-07-05 10:00,78
30-07-05 09:00,74
30-07-05 08:00,74
30-07-05 07:00,60
30-07-05 06:00,49
30-07-05 05:00,46
30-07-05 04:00,46
30-07-05 03:00,55
30-07-05 02:00,60
30-07-05 01:00,69
30-07-05 00:00,79
29-07-05 23:00,100
29-07-05 22:00,91
29-07-05 21:00,78
29-07-05 20:00,74
29-07-05 19:00,103
29-07-05 18:00,130
29-07-05 17:00,147
29-07-05 16:00,157
29-07-05 15:00,145
29-07-05 14:00,151
29-07-05 13:00,155
29-07-05 12:00,150
29-07-05 11:00,127
29-07-05 10:00,111
29-07-05 09:00,95
29-07-05 08:00,48
29-07-05 07:00,33
29-07-05 06:00,26
29-07-05 05:00,35
29-07-05 04:00,39
29-07-05 03:00,48
29-07-05 02:00,47
29-07-05 01:00,42
29-07-05 00:00,41
28-07-05 23:00,34
28-07-05 22:00,76
28-07-05 21:00,130
28-07-05 20:00,131
28-07-05 19:00,133
28-07-05 18:00,136
28-07-05 17:00,139
28-07-05 16:00,133
28-07-05 15:00,132
28-07-05 14:00,138
28-07-05 13:00,133
28-07-05 12:00,124
28-07-05 11:00,96
28-07-05 10:00,65
28-07-05 09:00,58
28-07-05 08:00,53
28-07-05 07:00,53
28-07-05 06:00,37
28-07-05 05:00,39
28-07-05 04:00,52
28-07-05 03:00,58
28-07-05 02:00,30
28-07-05 01:00,7
28-07-05 00:00,10
27-07-05 23:00,13
27-07-05 22:00,16
27-07-05 21:00,45
27-07-05 20:00,60
27-07-05 19:00,80
27-07-05 18:00,87
27-07-05 17:00,89
27-07-05 16:00,82
27-07-05 15:00,90
27-07-05 14:00,103
27-07-05 13:00,96
27-07-05 12:00,73
27-07-05 11:00,61
27-07-05 10:00,43
27-07-05 09:00,27
27-07-05 08:00,18
27-07-05 07:00,13
27-07-05 06:00,7
27-07-05 05:00,4
27-07-05 04:00,11
27-07-05 03:00,5
27-07-05 02:00,17
27-07-05 01:00,48
27-07-05 00:00,49
26-07-05 23:00,38
26-07-05 22:00,46
26-07-05 21:00,60
26-07-05 20:00,64
26-07-05 19:00,77
26-07-05 18:00,77
26-07-05 17:00,76
26-07-05 16:00,74
26-07-05 15:00,62
26-07-05 14:00,58
26-07-05 13:00,72
26-07-05 12:00,71
26-07-05 11:00,55
26-07-05 10:00,48
26-07-05 09:00,51
26-07-05 08:00,52
26-07-05 07:00,42
26-07-05 06:00,34
26-07-05 05:00,37
26-07-05 04:00,41
26-07-05 03:00,45
26-07-05 02:00,47
26-07-05 01:00,49
26-07-05 00:00,50
25-07-05 23:00,58
25-07-05 22:00,62
25-07-05 21:00,63
25-07-05 20:00,68
25-07-05 19:00,72
25-07-05 18:00,78
25-07-05 17:00,72
25-07-05 16:00,61
25-07-05 15:00,61
25-07-05 14:00,68
25-07-05 13:00,63
25-07-05 12:00,59
25-07-05 11:00,48
25-07-05 10:00,44
25-07-05 09:00,39
25-07-05 08:00,35
25-07-05 07:00,36
25-07-05 06:00,32
