Datum Zeit,Chemnitz-Leipziger Str. PM10
,µg/m³
31-07-05,14
30-07-05,16
29-07-05,38
28-07-05,31
27-07-05,24
26-07-05,19
25-07-05,20
24-07-05,20
23-07-05,21
22-07-05,13
21-07-05,19
20-07-05,22
19-07-05,
18-07-05,29
17-07-05,18
16-07-05,26
15-07-05,41
14-07-05,38
13-07-05,38
12-07-05,29
11-07-05,27
10-07-05,21
09-07-05,20
08-07-05,24
07-07-05,23
06-07-05,25
05-07-05,20
04-07-05,36
03-07-05,21
02-07-05,30
01-07-05,29

