Datum Zeit,Freiberg PM10
,µg/m³
31-07-05,11
30-07-05,12
29-07-05,36
28-07-05,33
27-07-05,21
26-07-05,15
25-07-05,16
24-07-05,15
23-07-05,13
22-07-05,6
21-07-05,16
20-07-05,20
19-07-05,22
18-07-05,25
17-07-05,16
16-07-05,22
15-07-05,39
14-07-05,28
13-07-05,33
12-07-05,29
11-07-05,25
10-07-05,21
09-07-05,16
08-07-05,13
07-07-05,14
06-07-05,18
05-07-05,10
04-07-05,29
03-07-05,15
02-07-05,24
01-07-05,17

