Datum Zeit,Chemnitz-Mitte SO2
,µg/m³
01-08-05 00:00,3.8
31-07-05 23:00,3.6
31-07-05 22:00,3.7
31-07-05 21:00,4.1
31-07-05 20:00,5.2
31-07-05 19:00,7.2
31-07-05 18:00,8.1
31-07-05 17:00,5.6
31-07-05 16:00,5.7
31-07-05 15:00,2.1
31-07-05 14:00,1.0
31-07-05 13:00,1.0
31-07-05 12:00,1.0
31-07-05 11:00,1.0
31-07-05 10:00,1.0
31-07-05 09:00,1.0
31-07-05 08:00,2.8
31-07-05 07:00,7.0
31-07-05 06:00,5.7
31-07-05 05:00,1.1
31-07-05 04:00,1.0
31-07-05 03:00,1.9
31-07-05 02:00,1.2
31-07-05 01:00,1.4
31-07-05 00:00,1.9
30-07-05 23:00,3.5
30-07-05 22:00,3.1
30-07-05 21:00,1.3
30-07-05 20:00,2.7
30-07-05 19:00,3.8
30-07-05 18:00,2.9
30-07-05 17:00,2.3
30-07-05 16:00,2.2
30-07-05 15:00,3.3
30-07-05 14:00,2.6
30-07-05 13:00,1.9
30-07-05 12:00,2.9
30-07-05 11:00,3.7
30-07-05 10:00,3.0
30-07-05 09:00,2.7
30-07-05 08:00,3.1
30-07-05 07:00,2.6
30-07-05 06:00,3.0
30-07-05 05:00,3.3
30-07-05 04:00,2.3
30-07-05 03:00,2.6
30-07-05 02:00,2.8
30-07-05 01:00,2.3
30-07-05 00:00,1.7
29-07-05 23:00,1.9
29-07-05 22:00,2.4
29-07-05 21:00,1.2
29-07-05 20:00,1.0
29-07-05 19:00,1.0
29-07-05 18:00,1.0
29-07-05 17:00,1.0
29-07-05 16:00,1.0
29-07-05 15:00,1.0
29-07-05 14:00,1.0
29-07-05 13:00,1.0
29-07-05 12:00,2.2
29-07-05 11:00,3.5
29-07-05 10:00,1.0
29-07-05 09:00,1.0
29-07-05 08:00,1.7
29-07-05 07:00,1.3
29-07-05 06:00,1.0
29-07-05 05:00,1.0
29-07-05 04:00,1.0
29-07-05 03:00,1.0
29-07-05 02:00,1.4
29-07-05 01:00,1.5
29-07-05 00:00,1.0
28-07-05 23:00,2.0
28-07-05 22:00,1.9
28-07-05 21:00,2.3
28-07-05 20:00,2.7
28-07-05 19:00,2.8
28-07-05 18:00,2.2
28-07-05 17:00,3.1
28-07-05 16:00,1.9
28-07-05 15:00,2.3
28-07-05 14:00,1.8
28-07-05 13:00,4.0
28-07-05 12:00,4.4
28-07-05 11:00,2.7
28-07-05 10:00,2.4
28-07-05 09:00,2.4
28-07-05 08:00,1.1
28-07-05 07:00,1.0
28-07-05 06:00,1.0
28-07-05 05:00,1.1
28-07-05 04:00,1.8
28-07-05 03:00,1.1
28-07-05 02:00,1.0
28-07-05 01:00,2.6
28-07-05 00:00,5.3
27-07-05 23:00,5.8
27-07-05 22:00,5.8
27-07-05 21:00,5.3
27-07-05 20:00,4.6
27-07-05 19:00,5.2
27-07-05 18:00,4.5
27-07-05 17:00,3.4
27-07-05 16:00,5.0
27-07-05 15:00,4.9
27-07-05 14:00,4.9
27-07-05 13:00,5.0
27-07-05 12:00,5.8
27-07-05 11:00,10.1
27-07-05 10:00,9.8
27-07-05 09:00,9.2
27-07-05 08:00,7.2
27-07-05 07:00,4.1
27-07-05 06:00,4.5
27-07-05 05:00,4.7
27-07-05 04:00,3.4
27-07-05 03:00,4.3
27-07-05 02:00,5.4
27-07-05 01:00,3.5
27-07-05 00:00,1.8
26-07-05 23:00,1.0
26-07-05 22:00,1.0
26-07-05 21:00,2.4
26-07-05 20:00,2.0
26-07-05 19:00,2.8
26-07-05 18:00,3.1
26-07-05 17:00,4.9
26-07-05 16:00,4.9
26-07-05 15:00,5.1
26-07-05 14:00,2.8
26-07-05 13:00,1.2
26-07-05 12:00,1.0
26-07-05 11:00,1.0
26-07-05 10:00,1.4
26-07-05 09:00,1.0
26-07-05 08:00,1.0
26-07-05 07:00,1.0
26-07-05 06:00,1.0
26-07-05 05:00,1.0
26-07-05 04:00,1.0
26-07-05 03:00,1.0
26-07-05 02:00,1.0
26-07-05 01:00,1.0
26-07-05 00:00,1.0
25-07-05 23:00,2.3
25-07-05 22:00,1.7
25-07-05 21:00,1.4
25-07-05 20:00,1.0
25-07-05 19:00,1.0
25-07-05 18:00,1.0
25-07-05 17:00,1.0
25-07-05 16:00,1.0
25-07-05 15:00,1.0
25-07-05 14:00,1.0
25-07-05 13:00,1.1
25-07-05 12:00,3.2
25-07-05 11:00,3.1
25-07-05 10:00,2.4
25-07-05 09:00,1.6
25-07-05 08:00,1.0
25-07-05 07:00,1.0
25-07-05 06:00,1.9
25-07-05 05:00,1.0
25-07-05 04:00,1.0
25-07-05 03:00,1.8
25-07-05 02:00,1.0
25-07-05 01:00,1.0
25-07-05 00:00,1.0
24-07-05 23:00,2.4
24-07-05 22:00,2.7
24-07-05 21:00,3.0
24-07-05 20:00,2.6
24-07-05 19:00,2.5
24-07-05 18:00,2.8
24-07-05 17:00,2.9
24-07-05 16:00,1.9
24-07-05 15:00,2.5
24-07-05 14:00,4.1
24-07-05 13:00,5.9
24-07-05 12:00,4.7
24-07-05 11:00,6.2
24-07-05 10:00,5.4
24-07-05 09:00,4.7
24-07-05 08:00,2.9
24-07-05 07:00,3.3
