Datum Zeit,Zittau-Ost SO2
,µg/m³
01-08-05 00:00,1.0
31-07-05 23:00,1.0
31-07-05 22:00,1.0
31-07-05 21:00,1.3
31-07-05 20:00,1.3
31-07-05 19:00,1.5
31-07-05 18:00,1.4
31-07-05 17:00,1.6
31-07-05 16:00,3.3
31-07-05 15:00,3.1
31-07-05 14:00,2.2
31-07-05 13:00,2.5
31-07-05 12:00,2.6
31-07-05 11:00,2.7
31-07-05 10:00,3.0
31-07-05 09:00,3.1
31-07-05 08:00,2.6
31-07-05 07:00,2.2
31-07-05 06:00,2.3
31-07-05 05:00,1.4
31-07-05 04:00,1.0
31-07-05 03:00,1.0
31-07-05 02:00,1.0
31-07-05 01:00,1.0
31-07-05 00:00,1.0
30-07-05 23:00,1.0
30-07-05 22:00,1.0
30-07-05 21:00,1.0
30-07-05 20:00,1.0
30-07-05 19:00,1.0
30-07-05 18:00,1.0
30-07-05 17:00,1.0
30-07-05 16:00,2.3
30-07-05 15:00,3.9
30-07-05 14:00,2.7
30-07-05 13:00,1.3
30-07-05 12:00,1.0
30-07-05 11:00,1.0
30-07-05 10:00,1.0
30-07-05 09:00,1.0
30-07-05 08:00,1.0
30-07-05 07:00,1.0
30-07-05 06:00,1.0
30-07-05 05:00,1.0
30-07-05 04:00,1.0
30-07-05 03:00,1.0
30-07-05 02:00,1.0
30-07-05 01:00,1.0
30-07-05 00:00,1.0
29-07-05 23:00,1.0
29-07-05 22:00,1.0
29-07-05 21:00,1.0
29-07-05 20:00,1.0
29-07-05 19:00,1.0
29-07-05 18:00,1.0
29-07-05 17:00,1.0
29-07-05 16:00,1.0
29-07-05 15:00,1.0
29-07-05 14:00,1.0
29-07-05 13:00,1.0
29-07-05 12:00,1.0
29-07-05 11:00,1.0
29-07-05 10:00,1.0
29-07-05 09:00,1.5
29-07-05 08:00,1.1
29-07-05 07:00,1.1
29-07-05 06:00,1.2
29-07-05 05:00,1.0
29-07-05 04:00,1.0
29-07-05 03:00,1.1
29-07-05 02:00,1.0
29-07-05 01:00,1.2
29-07-05 00:00,1.1
28-07-05 23:00,1.1
28-07-05 22:00,1.5
28-07-05 21:00,2.2
28-07-05 20:00,2.1
28-07-05 19:00,1.8
28-07-05 18:00,1.5
28-07-05 17:00,2.0
28-07-05 16:00,1.8
28-07-05 15:00,1.2
28-07-05 14:00,1.0
28-07-05 13:00,1.1
28-07-05 12:00,1.1
28-07-05 11:00,1.2
28-07-05 10:00,1.6
28-07-05 09:00,2.3
28-07-05 08:00,2.6
28-07-05 07:00,2.0
28-07-05 06:00,1.5
28-07-05 05:00,1.0
28-07-05 04:00,1.0
28-07-05 03:00,1.2
28-07-05 02:00,1.0
28-07-05 01:00,1.0
28-07-05 00:00,1.0
27-07-05 23:00,1.0
27-07-05 22:00,1.3
27-07-05 21:00,1.7
27-07-05 20:00,1.4
27-07-05 19:00,2.3
27-07-05 18:00,3.7
27-07-05 17:00,4.2
27-07-05 16:00,4.5
27-07-05 15:00,3.9
27-07-05 14:00,3.0
27-07-05 13:00,2.3
27-07-05 12:00,2.6
27-07-05 11:00,5.8
27-07-05 10:00,3.5
27-07-05 09:00,2.8
27-07-05 08:00,2.5
