Datum Zeit,Collmberg PM10
,µg/m³
31-07-05,10
30-07-05,10
29-07-05,28
28-07-05,21
27-07-05,47
26-07-05,11
25-07-05,10
24-07-05,15
23-07-05,16
22-07-05,17
21-07-05,17
20-07-05,26
19-07-05,20
18-07-05,37
17-07-05,14
16-07-05,28
15-07-05,76
14-07-05,133
13-07-05,52
12-07-05,
11-07-05,176
10-07-05,15
09-07-05,8
08-07-05,11
07-07-05,7
06-07-05,14
05-07-05,8
04-07-05,22
03-07-05,13
02-07-05,15
01-07-05,18

