Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
31-07-05,10
30-07-05,11
29-07-05,31
28-07-05,22
27-07-05,16
26-07-05,11
25-07-05,11
24-07-05,16
23-07-05,13
22-07-05,7
21-07-05,13
20-07-05,15
19-07-05,19
18-07-05,20
17-07-05,14
16-07-05,21
15-07-05,27
14-07-05,23
13-07-05,25
12-07-05,22
11-07-05,20
10-07-05,20
09-07-05,12
08-07-05,10
07-07-05,10
06-07-05,11
05-07-05,11
04-07-05,21
03-07-05,17
02-07-05,19
01-07-05,20

