Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
31-12-09,23
30-12-09,17
29-12-09,21
28-12-09,13
27-12-09,13
26-12-09,11
25-12-09,14
24-12-09,47
23-12-09,20
22-12-09,14
21-12-09,24
20-12-09,41
19-12-09,60
18-12-09,53
17-12-09,34
16-12-09,29
15-12-09,30
14-12-09,33
13-12-09,25
12-12-09,30
11-12-09,25
10-12-09,14
09-12-09,24
08-12-09,20
07-12-09,36
06-12-09,11
05-12-09,19
04-12-09,24
03-12-09,35
02-12-09,35
01-12-09,17

