Datum Zeit,Leipzig-Mitte PM10
,µg/m³
31-12-09,38
30-12-09,25
29-12-09,25
28-12-09,14
27-12-09,18
26-12-09,9
25-12-09,12
24-12-09,32
23-12-09,21
22-12-09,22
21-12-09,24
20-12-09,48
19-12-09,52
18-12-09,49
17-12-09,39
16-12-09,34
15-12-09,30
14-12-09,33
13-12-09,23
12-12-09,30
11-12-09,27
10-12-09,18
09-12-09,33
08-12-09,19
07-12-09,24
06-12-09,16
05-12-09,21
04-12-09,26
03-12-09,31
02-12-09,33
01-12-09,20

