Datum Zeit,Schwartenberg PM10
,µg/m³
31-12-09,4
30-12-09,5
29-12-09,12
28-12-09,4
27-12-09,8
26-12-09,3
25-12-09,3
24-12-09,5
23-12-09,8
22-12-09,31
21-12-09,14
20-12-09,37
19-12-09,55
18-12-09,31
17-12-09,23
16-12-09,13
15-12-09,6
14-12-09,11
13-12-09,12
12-12-09,11
11-12-09,6
10-12-09,7
09-12-09,5
08-12-09,5
07-12-09,6
06-12-09,8
05-12-09,15
04-12-09,12
03-12-09,12
02-12-09,12
01-12-09,4

