Datum Zeit,Leipzig-West PM10
,µg/m³
31-12-09,36
30-12-09,24
29-12-09,21
28-12-09,12
27-12-09,15
26-12-09,9
25-12-09,14
24-12-09,31
23-12-09,19
22-12-09,17
21-12-09,17
20-12-09,47
19-12-09,53
18-12-09,35
17-12-09,26
16-12-09,27
15-12-09,22
14-12-09,24
13-12-09,20
12-12-09,23
11-12-09,25
10-12-09,15
09-12-09,27
08-12-09,15
07-12-09,17
06-12-09,13
05-12-09,14
04-12-09,22
03-12-09,20
02-12-09,26
01-12-09,18

