Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
31-12-09,29
30-12-09,15
29-12-09,14
28-12-09,7
27-12-09,23
26-12-09,5
25-12-09,5
24-12-09,15
23-12-09,16
22-12-09,38
21-12-09,17
20-12-09,50
19-12-09,62
18-12-09,43
17-12-09,37
16-12-09,21
15-12-09,25
14-12-09,26
13-12-09,19
12-12-09,22
11-12-09,24
10-12-09,14
09-12-09,15
08-12-09,11
07-12-09,12
06-12-09,17
05-12-09,22
04-12-09,24
03-12-09,22
02-12-09,23
01-12-09,11

