Datum Zeit,Bautzen PM10
,µg/m³
30-09-17,
29-09-17,
28-09-17,
27-09-17,
26-09-17,
25-09-17,
24-09-17,
23-09-17,14
22-09-17,17
21-09-17,15
20-09-17,15
19-09-17,10
18-09-17,8
17-09-17,9
16-09-17,9
15-09-17,4
14-09-17,4
13-09-17,5
12-09-17,6
11-09-17,6
10-09-17,4
09-09-17,9
08-09-17,12
07-09-17,8
06-09-17,8
05-09-17,13
04-09-17,9
03-09-17,7
02-09-17,10
01-09-17,7

