Datum Zeit,Glauchau PM10
,µg/m³
30-09-17,
29-09-17,
28-09-17,
27-09-17,
26-09-17,
25-09-17,16
24-09-17,16
23-09-17,18
22-09-17,23
21-09-17,18
20-09-17,14
19-09-17,12
18-09-17,11
17-09-17,11
16-09-17,11
15-09-17,8
14-09-17,2
13-09-17,6
12-09-17,7
11-09-17,6
10-09-17,4
09-09-17,10
08-09-17,15
07-09-17,13
06-09-17,10
05-09-17,11
04-09-17,10
03-09-17,11
02-09-17,10
01-09-17,9

