Datum,Zeit,BEN,NO,NO2,O3,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-07-01,01:00,,1,9,,,
2018-07-01,02:00,,1,7,,,
2018-07-01,03:00,,1,6,,,
2018-07-01,04:00,,1,8,,,
2018-07-01,05:00,,1,9,,,
2018-07-01,06:00,,1,8,,,
2018-07-01,07:00,,1,7,,,
2018-07-01,08:00,,1,6,,,
2018-07-01,09:00,,3,6,,,
2018-07-01,10:00,,3,6,,,
2018-07-01,11:00,,2,5,,,
2018-07-01,12:00,,2,6,,,
2018-07-01,13:00,,3,6,,,
2018-07-01,14:00,,3,6,,,
2018-07-01,15:00,,2,5,,,
2018-07-01,16:00,,2,6,,,
2018-07-01,17:00,,1,5,,,
2018-07-01,18:00,,3,8,,,
2018-07-01,19:00,,2,7,,,
2018-07-01,20:00,,1,9,,,
2018-07-01,21:00,,1,9,,,
2018-07-01,22:00,,1,10,,,
2018-07-01,23:00,,1,9,,,
2018-07-02,00:00,,1,10,,,
2018-07-02,01:00,,1,12,,,
2018-07-02,02:00,,2,18,,,
2018-07-02,03:00,,6,25,,,
2018-07-02,04:00,,8,20,,,
2018-07-02,05:00,,23,24,,,
2018-07-02,06:00,,36,29,,,
2018-07-02,07:00,,26,27,,,
2018-07-02,08:00,,19,23,,,
2018-07-02,09:00,,16,20,,,
2018-07-02,10:00,,10,13,,,
2018-07-02,11:00,,9,12,,,
2018-07-02,12:00,,8,12,,,
2018-07-02,13:00,,5,9,,,
2018-07-02,14:00,,5,11,,,
2018-07-02,15:00,,12,18,,,
2018-07-02,16:00,,11,17,,,
2018-07-02,17:00,,6,13,,,
2018-07-02,18:00,,3,10,,,
2018-07-02,19:00,,1,4,,,
2018-07-02,20:00,,1,5,,,
2018-07-02,21:00,,1,7,,,
2018-07-02,22:00,,2,18,,,
2018-07-02,23:00,,2,18,,,
2018-07-03,00:00,,2,13,,,
2018-07-03,01:00,,3,12,,,
2018-07-03,02:00,,3,23,,,
2018-07-03,03:00,,1,21,,,
2018-07-03,04:00,,3,22,,,
2018-07-03,05:00,,29,31,,,
2018-07-03,06:00,,29,31,,,
2018-07-03,07:00,,38,34,,,
2018-07-03,08:00,,14,26,,,
2018-07-03,09:00,,11,23,,,
2018-07-03,10:00,,5,12,,,
2018-07-03,11:00,,8,18,,,
2018-07-03,12:00,,6,15,,,
2018-07-03,13:00,,8,16,,,
2018-07-03,14:00,,4,14,,,
2018-07-03,15:00,,7,20,,,
2018-07-03,16:00,,3,18,,,
2018-07-03,17:00,,1,13,,,
2018-07-03,18:00,,1,9,,,
2018-07-03,19:00,,1,10,,,
2018-07-03,20:00,,1,15,,,
2018-07-03,21:00,,1,20,,,
2018-07-03,22:00,,1,22,,,
