Datum Zeit,Borna PM10
,µg/m³
30-09-05,18
29-09-05,20
28-09-05,31
27-09-05,28
26-09-05,34
25-09-05,30
24-09-05,38
23-09-05,34
22-09-05,32
21-09-05,33
20-09-05,29
19-09-05,20
18-09-05,11
17-09-05,10
16-09-05,9
15-09-05,23
14-09-05,26
13-09-05,18
12-09-05,23
11-09-05,27
10-09-05,41
09-09-05,39
08-09-05,35
07-09-05,35
06-09-05,31
05-09-05,33
04-09-05,27
03-09-05,37
02-09-05,41
01-09-05,42

