Datum Zeit,Goerlitz NO
,µg/m³
01-10-05 00:00,36
30-09-05 23:00,53
30-09-05 22:00,90
30-09-05 21:00,32
30-09-05 20:00,83
30-09-05 19:00,99
30-09-05 18:00,104
30-09-05 17:00,102
30-09-05 16:00,90
30-09-05 15:00,99
30-09-05 14:00,97
30-09-05 13:00,93
30-09-05 12:00,75
30-09-05 11:00,83
30-09-05 10:00,84
30-09-05 09:00,73
30-09-05 08:00,70
30-09-05 07:00,68
30-09-05 06:00,41
30-09-05 05:00,19
30-09-05 04:00,9
30-09-05 03:00,7
30-09-05 02:00,6
30-09-05 01:00,7
30-09-05 00:00,13
29-09-05 23:00,21
29-09-05 22:00,37
29-09-05 21:00,30
29-09-05 20:00,41
29-09-05 19:00,72
29-09-05 18:00,88
29-09-05 17:00,107
29-09-05 16:00,80
29-09-05 15:00,132
29-09-05 14:00,103
29-09-05 13:00,91
29-09-05 12:00,104
29-09-05 11:00,110
29-09-05 10:00,115
29-09-05 09:00,119
29-09-05 08:00,179
29-09-05 07:00,184
29-09-05 06:00,83
29-09-05 05:00,44
29-09-05 04:00,15
29-09-05 03:00,11
29-09-05 02:00,16
29-09-05 01:00,10
29-09-05 00:00,18
28-09-05 23:00,41
28-09-05 22:00,53
28-09-05 21:00,50
28-09-05 20:00,52
28-09-05 19:00,103
28-09-05 18:00,64
28-09-05 17:00,90
28-09-05 16:00,104
28-09-05 15:00,97
28-09-05 14:00,76
28-09-05 13:00,74
28-09-05 12:00,73
28-09-05 11:00,79
28-09-05 10:00,80
28-09-05 09:00,72
28-09-05 08:00,58
28-09-05 07:00,59
28-09-05 06:00,43
28-09-05 05:00,26
28-09-05 04:00,20
28-09-05 03:00,2
28-09-05 02:00,9
28-09-05 01:00,3
28-09-05 00:00,11
27-09-05 23:00,18
27-09-05 22:00,39
27-09-05 21:00,30
27-09-05 20:00,51
27-09-05 19:00,58
27-09-05 18:00,127
27-09-05 17:00,111
27-09-05 16:00,81
27-09-05 15:00,113
27-09-05 14:00,97
27-09-05 13:00,69
27-09-05 12:00,76
27-09-05 11:00,89
27-09-05 10:00,78
27-09-05 09:00,103
27-09-05 08:00,132
27-09-05 07:00,160
27-09-05 06:00,50
27-09-05 05:00,35
27-09-05 04:00,18
27-09-05 03:00,11
27-09-05 02:00,9
27-09-05 01:00,9
27-09-05 00:00,8
26-09-05 23:00,11
26-09-05 22:00,14
26-09-05 21:00,50
26-09-05 20:00,17
26-09-05 19:00,104
26-09-05 18:00,110
26-09-05 17:00,117
26-09-05 16:00,113
26-09-05 15:00,73
26-09-05 14:00,77
26-09-05 13:00,60
26-09-05 12:00,60
26-09-05 11:00,80
26-09-05 10:00,86
26-09-05 09:00,72
26-09-05 08:00,76
26-09-05 07:00,116
26-09-05 06:00,109
26-09-05 05:00,91
26-09-05 04:00,27
26-09-05 03:00,34
26-09-05 02:00,10
26-09-05 01:00,4
26-09-05 00:00,6
25-09-05 23:00,43
25-09-05 22:00,71
25-09-05 21:00,55
25-09-05 20:00,57
25-09-05 19:00,65
25-09-05 18:00,49
25-09-05 17:00,48
25-09-05 16:00,40
25-09-05 15:00,39
25-09-05 14:00,37
25-09-05 13:00,26
25-09-05 12:00,28
25-09-05 11:00,34
25-09-05 10:00,39
25-09-05 09:00,46
25-09-05 08:00,62
25-09-05 07:00,41
25-09-05 06:00,88
25-09-05 05:00,47
25-09-05 04:00,36
25-09-05 03:00,34
25-09-05 02:00,30
25-09-05 01:00,39
25-09-05 00:00,66
24-09-05 23:00,49
24-09-05 22:00,58
24-09-05 21:00,36
24-09-05 20:00,47
24-09-05 19:00,66
24-09-05 18:00,76
24-09-05 17:00,73
24-09-05 16:00,37
24-09-05 15:00,52
24-09-05 14:00,47
24-09-05 13:00,40
24-09-05 12:00,59
24-09-05 11:00,58
24-09-05 10:00,60
24-09-05 09:00,55
24-09-05 08:00,53
24-09-05 07:00,76
24-09-05 06:00,62
24-09-05 05:00,32
24-09-05 04:00,22
24-09-05 03:00,16
24-09-05 02:00,31
24-09-05 01:00,42
24-09-05 00:00,44
23-09-05 23:00,58
23-09-05 22:00,54
23-09-05 21:00,70
23-09-05 20:00,60
23-09-05 19:00,45
23-09-05 18:00,1
23-09-05 17:00,1
23-09-05 16:00,1
23-09-05 15:00,15
23-09-05 14:00,15
23-09-05 13:00,45
23-09-05 12:00,15
23-09-05 11:00,14
23-09-05 10:00,55
23-09-05 09:00,34
23-09-05 08:00,121
23-09-05 07:00,209
23-09-05 06:00,105
23-09-05 05:00,19
23-09-05 04:00,20
23-09-05 03:00,26
23-09-05 02:00,26
23-09-05 01:00,22
23-09-05 00:00,26
22-09-05 23:00,37
22-09-05 22:00,60
22-09-05 21:00,65
22-09-05 20:00,74
22-09-05 19:00,11
22-09-05 18:00,1
22-09-05 17:00,1
22-09-05 16:00,1
22-09-05 15:00,2
22-09-05 14:00,2
22-09-05 13:00,1
22-09-05 12:00,1
22-09-05 11:00,4
22-09-05 10:00,4
22-09-05 09:00,19
22-09-05 08:00,79
22-09-05 07:00,62
22-09-05 06:00,80
22-09-05 05:00,87
22-09-05 04:00,67
22-09-05 03:00,31
22-09-05 02:00,24
22-09-05 01:00,8
22-09-05 00:00,21
21-09-05 23:00,32
21-09-05 22:00,60
21-09-05 21:00,63
21-09-05 20:00,57
21-09-05 19:00,51
21-09-05 18:00,1
21-09-05 17:00,3
21-09-05 16:00,1
21-09-05 15:00,1
21-09-05 14:00,1
21-09-05 13:00,2
21-09-05 12:00,4
21-09-05 11:00,7
21-09-05 10:00,22
21-09-05 09:00,68
21-09-05 08:00,119
21-09-05 07:00,214
21-09-05 06:00,132
21-09-05 05:00,92
21-09-05 04:00,73
21-09-05 03:00,22
21-09-05 02:00,17
21-09-05 01:00,11
21-09-05 00:00,18
20-09-05 23:00,27
20-09-05 22:00,73
20-09-05 21:00,45
20-09-05 20:00,74
20-09-05 19:00,18
20-09-05 18:00,1
20-09-05 17:00,1
20-09-05 16:00,1
20-09-05 15:00,1
20-09-05 14:00,2
20-09-05 13:00,1
20-09-05 12:00,1
20-09-05 11:00,1
20-09-05 10:00,2
20-09-05 09:00,12
20-09-05 08:00,8
20-09-05 07:00,2
20-09-05 06:00,1
20-09-05 05:00,22
20-09-05 04:00,51
20-09-05 03:00,13
20-09-05 02:00,8
20-09-05 01:00,8
20-09-05 00:00,8
19-09-05 23:00,21
19-09-05 22:00,49
19-09-05 21:00,53
19-09-05 20:00,46
19-09-05 19:00,1
19-09-05 18:00,1
19-09-05 17:00,1
19-09-05 16:00,1
19-09-05 15:00,1
19-09-05 14:00,1
19-09-05 13:00,1
19-09-05 12:00,1
19-09-05 11:00,1
19-09-05 10:00,9
19-09-05 09:00,18
19-09-05 08:00,60
19-09-05 07:00,219
19-09-05 06:00,148
19-09-05 05:00,58
19-09-05 04:00,51
19-09-05 03:00,21
19-09-05 02:00,19
19-09-05 01:00,12
19-09-05 00:00,24
18-09-05 23:00,26
18-09-05 22:00,42
18-09-05 21:00,43
18-09-05 20:00,75
18-09-05 19:00,50
18-09-05 18:00,1
18-09-05 17:00,2
18-09-05 16:00,1
18-09-05 15:00,1
18-09-05 14:00,1
18-09-05 13:00,2
18-09-05 12:00,1
18-09-05 11:00,4
18-09-05 10:00,13
18-09-05 09:00,24
18-09-05 08:00,38
18-09-05 07:00,29
18-09-05 06:00,20
18-09-05 05:00,36
18-09-05 04:00,36
18-09-05 03:00,25
18-09-05 02:00,20
18-09-05 01:00,39
18-09-05 00:00,39
17-09-05 23:00,40
17-09-05 22:00,46
17-09-05 21:00,45
17-09-05 20:00,1
17-09-05 19:00,1
17-09-05 18:00,3
17-09-05 17:00,1
17-09-05 16:00,2
17-09-05 15:00,1
17-09-05 14:00,1
17-09-05 13:00,6
17-09-05 12:00,13
17-09-05 11:00,13
17-09-05 10:00,9
17-09-05 09:00,9
17-09-05 08:00,6
17-09-05 07:00,8
17-09-05 06:00,6
17-09-05 05:00,4
17-09-05 04:00,4
17-09-05 03:00,2
17-09-05 02:00,1
17-09-05 01:00,2
17-09-05 00:00,14
16-09-05 23:00,18
16-09-05 22:00,21
16-09-05 21:00,23
16-09-05 20:00,13
16-09-05 19:00,34
16-09-05 18:00,14
16-09-05 17:00,20
16-09-05 16:00,40
16-09-05 15:00,41
16-09-05 14:00,78
16-09-05 13:00,66
16-09-05 12:00,75
16-09-05 11:00,102
16-09-05 10:00,98
16-09-05 09:00,85
16-09-05 08:00,86
16-09-05 07:00,87
16-09-05 06:00,56
16-09-05 05:00,33
16-09-05 04:00,16
16-09-05 03:00,9
16-09-05 02:00,5
16-09-05 01:00,1
16-09-05 00:00,4
15-09-05 23:00,19
15-09-05 22:00,44
15-09-05 21:00,42
15-09-05 20:00,41
15-09-05 19:00,103
15-09-05 18:00,129
15-09-05 17:00,76
15-09-05 16:00,88
15-09-05 15:00,85
15-09-05 14:00,67
15-09-05 13:00,64
15-09-05 12:00,79
15-09-05 11:00,88
15-09-05 10:00,87
15-09-05 09:00,90
15-09-05 08:00,73
15-09-05 07:00,95
15-09-05 06:00,51
15-09-05 05:00,24
15-09-05 04:00,15
15-09-05 03:00,5
15-09-05 02:00,5
15-09-05 01:00,5
15-09-05 00:00,7
14-09-05 23:00,14
14-09-05 22:00,18
14-09-05 21:00,26
14-09-05 20:00,36
14-09-05 19:00,50
14-09-05 18:00,85
14-09-05 17:00,90
14-09-05 16:00,64
14-09-05 15:00,66
14-09-05 14:00,62
14-09-05 13:00,62
14-09-05 12:00,62
14-09-05 11:00,67
14-09-05 10:00,79
14-09-05 09:00,81
14-09-05 08:00,103
14-09-05 07:00,136
14-09-05 06:00,90
14-09-05 05:00,37
14-09-05 04:00,35
14-09-05 03:00,14
14-09-05 02:00,12
14-09-05 01:00,8
14-09-05 00:00,16
13-09-05 23:00,31
13-09-05 22:00,55
13-09-05 21:00,51
13-09-05 20:00,64
13-09-05 19:00,47
13-09-05 18:00,7
13-09-05 17:00,78
13-09-05 16:00,41
13-09-05 15:00,88
13-09-05 14:00,75
13-09-05 13:00,58
13-09-05 12:00,74
13-09-05 11:00,20
13-09-05 10:00,28
13-09-05 09:00,63
13-09-05 08:00,65
13-09-05 07:00,85
13-09-05 06:00,54
13-09-05 05:00,11
13-09-05 04:00,6
13-09-05 03:00,2
13-09-05 02:00,1
13-09-05 01:00,1
13-09-05 00:00,1
12-09-05 23:00,5
12-09-05 22:00,1
12-09-05 21:00,3
12-09-05 20:00,6
12-09-05 19:00,53
12-09-05 18:00,54
12-09-05 17:00,82
12-09-05 16:00,56
12-09-05 15:00,82
12-09-05 14:00,74
12-09-05 13:00,71
12-09-05 12:00,83
12-09-05 11:00,101
12-09-05 10:00,120
12-09-05 09:00,91
12-09-05 08:00,97
12-09-05 07:00,142
12-09-05 06:00,98
12-09-05 05:00,50
12-09-05 04:00,35
12-09-05 03:00,26
12-09-05 02:00,10
12-09-05 01:00,13
12-09-05 00:00,16
11-09-05 23:00,20
11-09-05 22:00,27
11-09-05 21:00,20
11-09-05 20:00,24
11-09-05 19:00,27
11-09-05 18:00,1
11-09-05 17:00,22
11-09-05 16:00,60
11-09-05 15:00,57
11-09-05 14:00,52
11-09-05 13:00,53
11-09-05 12:00,31
11-09-05 11:00,24
11-09-05 10:00,5
11-09-05 09:00,13
11-09-05 08:00,55
11-09-05 07:00,13
11-09-05 06:00,9
11-09-05 05:00,6
11-09-05 04:00,6
11-09-05 03:00,16
11-09-05 02:00,6
11-09-05 01:00,16
11-09-05 00:00,16
10-09-05 23:00,24
10-09-05 22:00,30
10-09-05 21:00,29
10-09-05 20:00,36
10-09-05 19:00,2
10-09-05 18:00,1
10-09-05 17:00,33
10-09-05 16:00,46
10-09-05 15:00,38
10-09-05 14:00,20
10-09-05 13:00,28
10-09-05 12:00,33
10-09-05 11:00,26
10-09-05 10:00,49
10-09-05 09:00,41
10-09-05 08:00,28
10-09-05 07:00,40
10-09-05 06:00,49
10-09-05 05:00,38
10-09-05 04:00,31
10-09-05 03:00,8
10-09-05 02:00,10
10-09-05 01:00,16
10-09-05 00:00,21
09-09-05 23:00,37
09-09-05 22:00,41
09-09-05 21:00,22
09-09-05 20:00,30
09-09-05 19:00,55
09-09-05 18:00,66
09-09-05 17:00,64
09-09-05 16:00,54
09-09-05 15:00,63
09-09-05 14:00,54
09-09-05 13:00,56
09-09-05 12:00,30
09-09-05 11:00,40
09-09-05 10:00,25
09-09-05 09:00,53
09-09-05 08:00,60
09-09-05 07:00,15
09-09-05 06:00,54
09-09-05 05:00,32
09-09-05 04:00,12
09-09-05 03:00,5
09-09-05 02:00,9
09-09-05 01:00,9
09-09-05 00:00,3
08-09-05 23:00,18
08-09-05 22:00,31
08-09-05 21:00,32
08-09-05 20:00,51
08-09-05 19:00,72
08-09-05 18:00,87
08-09-05 17:00,79
08-09-05 16:00,70
08-09-05 15:00,79
08-09-05 14:00,54
08-09-05 13:00,67
08-09-05 12:00,61
08-09-05 11:00,66
08-09-05 10:00,62
08-09-05 09:00,66
08-09-05 08:00,59
08-09-05 07:00,54
08-09-05 06:00,58
08-09-05 05:00,34
08-09-05 04:00,15
08-09-05 03:00,5
08-09-05 02:00,3
08-09-05 01:00,4
08-09-05 00:00,4
07-09-05 23:00,9
07-09-05 22:00,28
07-09-05 21:00,37
07-09-05 20:00,47
07-09-05 19:00,70
07-09-05 18:00,51
07-09-05 17:00,57
07-09-05 16:00,65
07-09-05 15:00,71
07-09-05 14:00,62
07-09-05 13:00,58
07-09-05 12:00,52
07-09-05 11:00,63
07-09-05 10:00,59
07-09-05 09:00,59
07-09-05 08:00,32
07-09-05 07:00,5
07-09-05 06:00,9
07-09-05 05:00,13
07-09-05 04:00,17
07-09-05 03:00,7
07-09-05 02:00,6
07-09-05 01:00,3
07-09-05 00:00,9
06-09-05 23:00,8
06-09-05 22:00,25
06-09-05 21:00,22
06-09-05 20:00,31
06-09-05 19:00,58
06-09-05 18:00,52
06-09-05 17:00,60
06-09-05 16:00,62
06-09-05 15:00,69
06-09-05 14:00,61
06-09-05 13:00,74
06-09-05 12:00,55
06-09-05 11:00,55
06-09-05 10:00,40
06-09-05 09:00,5
06-09-05 08:00,4
06-09-05 07:00,6
06-09-05 06:00,47
06-09-05 05:00,45
06-09-05 04:00,35
06-09-05 03:00,18
06-09-05 02:00,18
06-09-05 01:00,1
06-09-05 00:00,9
05-09-05 23:00,26
05-09-05 22:00,54
05-09-05 21:00,21
05-09-05 20:00,41
05-09-05 19:00,56
05-09-05 18:00,83
05-09-05 17:00,46
05-09-05 16:00,15
05-09-05 15:00,35
05-09-05 14:00,6
05-09-05 13:00,21
05-09-05 12:00,21
05-09-05 11:00,17
05-09-05 10:00,26
05-09-05 09:00,56
05-09-05 08:00,78
05-09-05 07:00,101
05-09-05 06:00,123
05-09-05 05:00,35
05-09-05 04:00,38
05-09-05 03:00,25
05-09-05 02:00,4
05-09-05 01:00,8
05-09-05 00:00,9
04-09-05 23:00,12
04-09-05 22:00,38
04-09-05 21:00,34
04-09-05 20:00,20
04-09-05 19:00,1
04-09-05 18:00,1
04-09-05 17:00,1
04-09-05 16:00,1
04-09-05 15:00,2
04-09-05 14:00,3
04-09-05 13:00,1
04-09-05 12:00,3
04-09-05 11:00,5
04-09-05 10:00,24
04-09-05 09:00,20
04-09-05 08:00,17
04-09-05 07:00,13
04-09-05 06:00,26
04-09-05 05:00,18
04-09-05 04:00,19
04-09-05 03:00,31
04-09-05 02:00,23
04-09-05 01:00,10
04-09-05 00:00,11
03-09-05 23:00,24
03-09-05 22:00,25
03-09-05 21:00,24
03-09-05 20:00,38
03-09-05 19:00,22
03-09-05 18:00,42
03-09-05 17:00,34
03-09-05 16:00,42
03-09-05 15:00,35
03-09-05 14:00,27
03-09-05 13:00,22
03-09-05 12:00,31
03-09-05 11:00,42
03-09-05 10:00,56
03-09-05 09:00,61
03-09-05 08:00,39
03-09-05 07:00,33
03-09-05 06:00,25
03-09-05 05:00,19
03-09-05 04:00,11
03-09-05 03:00,4
03-09-05 02:00,13
03-09-05 01:00,8
03-09-05 00:00,14
02-09-05 23:00,32
02-09-05 22:00,24
02-09-05 21:00,42
02-09-05 20:00,10
02-09-05 19:00,5
02-09-05 18:00,1
02-09-05 17:00,6
02-09-05 16:00,33
02-09-05 15:00,19
02-09-05 14:00,18
02-09-05 13:00,7
02-09-05 12:00,18
02-09-05 11:00,71
02-09-05 10:00,47
02-09-05 09:00,77
02-09-05 08:00,87
02-09-05 07:00,22
02-09-05 06:00,36
02-09-05 05:00,30
02-09-05 04:00,3
02-09-05 03:00,7
02-09-05 02:00,6
02-09-05 01:00,1
02-09-05 00:00,6
01-09-05 23:00,1
01-09-05 22:00,5
01-09-05 21:00,1
01-09-05 20:00,1
01-09-05 19:00,1
01-09-05 18:00,1
01-09-05 17:00,1
01-09-05 16:00,1
01-09-05 15:00,1
01-09-05 14:00,1
01-09-05 13:00,1
01-09-05 12:00,1
01-09-05 11:00,1
01-09-05 10:00,2
01-09-05 09:00,6
01-09-05 08:00,11
01-09-05 07:00,12
01-09-05 06:00,44
01-09-05 05:00,13
01-09-05 04:00,15
01-09-05 03:00,7
01-09-05 02:00,1
01-09-05 01:00,4

