Datum Zeit,Freiberg NO2
,µg/m³
01-10-05 00:00,16
30-09-05 23:00,22
30-09-05 22:00,26
30-09-05 21:00,31
30-09-05 20:00,52
30-09-05 19:00,54
30-09-05 18:00,39
30-09-05 17:00,19
30-09-05 16:00,17
30-09-05 15:00,15
30-09-05 14:00,17
30-09-05 13:00,15
30-09-05 12:00,16
30-09-05 11:00,21
30-09-05 10:00,23
30-09-05 09:00,21
30-09-05 08:00,21
30-09-05 07:00,23
30-09-05 06:00,15
30-09-05 05:00,13
30-09-05 04:00,13
30-09-05 03:00,15
30-09-05 02:00,14
30-09-05 01:00,17
30-09-05 00:00,16
29-09-05 23:00,14
29-09-05 22:00,21
29-09-05 21:00,26
29-09-05 20:00,37
29-09-05 19:00,39
29-09-05 18:00,38
29-09-05 17:00,40
29-09-05 16:00,39
29-09-05 15:00,41
29-09-05 14:00,44
29-09-05 13:00,42
29-09-05 12:00,34
29-09-05 11:00,33
29-09-05 10:00,35
29-09-05 09:00,45
29-09-05 08:00,54
29-09-05 07:00,38
29-09-05 06:00,26
29-09-05 05:00,29
29-09-05 04:00,15
29-09-05 03:00,12
29-09-05 02:00,12
29-09-05 01:00,16
29-09-05 00:00,17
28-09-05 23:00,24
28-09-05 22:00,33
28-09-05 21:00,38
28-09-05 20:00,47
28-09-05 19:00,62
28-09-05 18:00,41
28-09-05 17:00,38
28-09-05 16:00,45
28-09-05 15:00,26
28-09-05 14:00,42
28-09-05 13:00,45
28-09-05 12:00,40
28-09-05 11:00,40
28-09-05 10:00,47
28-09-05 09:00,46
28-09-05 08:00,47
28-09-05 07:00,53
28-09-05 06:00,47
28-09-05 05:00,26
28-09-05 04:00,13
28-09-05 03:00,15
28-09-05 02:00,16
28-09-05 01:00,16
28-09-05 00:00,14
27-09-05 23:00,16
27-09-05 22:00,20
27-09-05 21:00,25
27-09-05 20:00,28
27-09-05 19:00,61
27-09-05 18:00,71
27-09-05 17:00,40
27-09-05 16:00,46
27-09-05 15:00,18
27-09-05 14:00,18
27-09-05 13:00,28
27-09-05 12:00,31
27-09-05 11:00,36
27-09-05 10:00,39
27-09-05 09:00,43
27-09-05 08:00,52
27-09-05 07:00,70
27-09-05 06:00,51
27-09-05 05:00,30
27-09-05 04:00,16
27-09-05 03:00,11
27-09-05 02:00,10
27-09-05 01:00,10
27-09-05 00:00,11
26-09-05 23:00,15
26-09-05 22:00,23
26-09-05 21:00,32
26-09-05 20:00,40
26-09-05 19:00,57
26-09-05 18:00,68
26-09-05 17:00,77
26-09-05 16:00,79
26-09-05 15:00,73
26-09-05 14:00,49
26-09-05 13:00,38
26-09-05 12:00,22
26-09-05 11:00,37
26-09-05 10:00,55
26-09-05 09:00,51
26-09-05 08:00,54
26-09-05 07:00,65
26-09-05 06:00,66
26-09-05 05:00,48
26-09-05 04:00,35
26-09-05 03:00,36
26-09-05 02:00,34
26-09-05 01:00,24
