Datum Zeit,Plauen-Sued NO
,µg/m³
01-10-05 00:00,29
30-09-05 23:00,24
30-09-05 22:00,46
30-09-05 21:00,52
30-09-05 20:00,24
30-09-05 19:00,102
30-09-05 18:00,81
30-09-05 17:00,87
30-09-05 16:00,84
30-09-05 15:00,49
30-09-05 14:00,40
30-09-05 13:00,27
30-09-05 12:00,20
30-09-05 11:00,18
30-09-05 10:00,23
30-09-05 09:00,82
30-09-05 08:00,130
30-09-05 07:00,122
30-09-05 06:00,80
30-09-05 05:00,60
30-09-05 04:00,33
30-09-05 03:00,24
30-09-05 02:00,15
30-09-05 01:00,1
30-09-05 00:00,3
29-09-05 23:00,18
29-09-05 22:00,28
29-09-05 21:00,33
29-09-05 20:00,44
29-09-05 19:00,72
29-09-05 18:00,77
29-09-05 17:00,82
29-09-05 16:00,73
29-09-05 15:00,76
29-09-05 14:00,59
29-09-05 13:00,51
29-09-05 12:00,48
29-09-05 11:00,68
29-09-05 10:00,59
29-09-05 09:00,64
29-09-05 08:00,103
29-09-05 07:00,167
29-09-05 06:00,59
29-09-05 05:00,71
29-09-05 04:00,79
29-09-05 03:00,87
29-09-05 02:00,28
29-09-05 01:00,18
29-09-05 00:00,24
28-09-05 23:00,20
28-09-05 22:00,40
28-09-05 21:00,56
28-09-05 20:00,63
28-09-05 19:00,79
28-09-05 18:00,124
28-09-05 17:00,85
28-09-05 16:00,23
28-09-05 15:00,33
28-09-05 14:00,57
28-09-05 13:00,48
28-09-05 12:00,51
28-09-05 11:00,65
28-09-05 10:00,79
28-09-05 09:00,61
28-09-05 08:00,86
28-09-05 07:00,103
28-09-05 06:00,103
28-09-05 05:00,47
28-09-05 04:00,20
28-09-05 03:00,6
28-09-05 02:00,7
28-09-05 01:00,2
28-09-05 00:00,4
27-09-05 23:00,6
27-09-05 22:00,3
27-09-05 21:00,11
27-09-05 20:00,14
27-09-05 19:00,79
27-09-05 18:00,67
27-09-05 17:00,56
27-09-05 16:00,70
27-09-05 15:00,90
27-09-05 14:00,68
27-09-05 13:00,76
27-09-05 12:00,88
27-09-05 11:00,88
27-09-05 10:00,67
27-09-05 09:00,96
27-09-05 08:00,179
27-09-05 07:00,182
27-09-05 06:00,219
27-09-05 05:00,168
27-09-05 04:00,82
27-09-05 03:00,17
27-09-05 02:00,45
27-09-05 01:00,37
27-09-05 00:00,43
26-09-05 23:00,47
26-09-05 22:00,39
26-09-05 21:00,74
26-09-05 20:00,107
26-09-05 19:00,143
26-09-05 18:00,143
26-09-05 17:00,44
26-09-05 16:00,82
26-09-05 15:00,83
26-09-05 14:00,67
26-09-05 13:00,79
26-09-05 12:00,60
26-09-05 11:00,99
26-09-05 10:00,51
26-09-05 09:00,52
26-09-05 08:00,67
26-09-05 07:00,90
26-09-05 06:00,70
26-09-05 05:00,36
26-09-05 04:00,8
26-09-05 03:00,7
26-09-05 02:00,30
26-09-05 01:00,22
26-09-05 00:00,14
25-09-05 23:00,35
25-09-05 22:00,76
25-09-05 21:00,31
25-09-05 20:00,41
25-09-05 19:00,38
25-09-05 18:00,106
25-09-05 17:00,31
25-09-05 16:00,15
25-09-05 15:00,15
25-09-05 14:00,13
25-09-05 13:00,12
25-09-05 12:00,8
25-09-05 11:00,12
25-09-05 10:00,15
25-09-05 09:00,16
25-09-05 08:00,29
25-09-05 07:00,30
25-09-05 06:00,15
25-09-05 05:00,15
25-09-05 04:00,14
25-09-05 03:00,17
25-09-05 02:00,10
25-09-05 01:00,10
25-09-05 00:00,19
24-09-05 23:00,25
24-09-05 22:00,17
24-09-05 21:00,28
24-09-05 20:00,21
24-09-05 19:00,35
