Datum Zeit,Chemnitz-Leipziger Str. NO
,µg/m³
01-10-05 00:00,
30-09-05 23:00,
30-09-05 22:00,
30-09-05 21:00,
30-09-05 20:00,
30-09-05 19:00,
30-09-05 18:00,
30-09-05 17:00,
30-09-05 16:00,
30-09-05 15:00,
30-09-05 14:00,
30-09-05 13:00,
30-09-05 12:00,
30-09-05 11:00,
30-09-05 10:00,
30-09-05 09:00,
30-09-05 08:00,102
30-09-05 07:00,84
30-09-05 06:00,56
30-09-05 05:00,42
30-09-05 04:00,13
30-09-05 03:00,5
30-09-05 02:00,5
30-09-05 01:00,5
30-09-05 00:00,5
29-09-05 23:00,9
29-09-05 22:00,22
29-09-05 21:00,40
29-09-05 20:00,48
29-09-05 19:00,57
29-09-05 18:00,90
29-09-05 17:00,130
29-09-05 16:00,122
29-09-05 15:00,119
29-09-05 14:00,106
29-09-05 13:00,96
29-09-05 12:00,108
29-09-05 11:00,110
29-09-05 10:00,105
29-09-05 09:00,198
29-09-05 08:00,230
29-09-05 07:00,248
29-09-05 06:00,132
29-09-05 05:00,65
29-09-05 04:00,38
29-09-05 03:00,17
29-09-05 02:00,20
29-09-05 01:00,20
29-09-05 00:00,46
28-09-05 23:00,59
28-09-05 22:00,84
28-09-05 21:00,97
28-09-05 20:00,106
28-09-05 19:00,91
28-09-05 18:00,124
28-09-05 17:00,117
28-09-05 16:00,117
28-09-05 15:00,148
28-09-05 14:00,94
28-09-05 13:00,88
28-09-05 12:00,101
28-09-05 11:00,102
28-09-05 10:00,114
28-09-05 09:00,192
28-09-05 08:00,223
28-09-05 07:00,214
28-09-05 06:00,139
28-09-05 05:00,84
28-09-05 04:00,34
28-09-05 03:00,16
28-09-05 02:00,10
28-09-05 01:00,4
28-09-05 00:00,8
27-09-05 23:00,11
27-09-05 22:00,28
27-09-05 21:00,32
27-09-05 20:00,76
27-09-05 19:00,141
27-09-05 18:00,178
27-09-05 17:00,139
27-09-05 16:00,158
27-09-05 15:00,145
27-09-05 14:00,98
27-09-05 13:00,95
27-09-05 12:00,86
27-09-05 11:00,114
27-09-05 10:00,155
27-09-05 09:00,207
27-09-05 08:00,260
27-09-05 07:00,299
27-09-05 06:00,191
27-09-05 05:00,121
27-09-05 04:00,55
27-09-05 03:00,17
27-09-05 02:00,12
27-09-05 01:00,7
27-09-05 00:00,10
26-09-05 23:00,21
26-09-05 22:00,27
26-09-05 21:00,41
26-09-05 20:00,55
26-09-05 19:00,75
26-09-05 18:00,154
26-09-05 17:00,156
26-09-05 16:00,212
26-09-05 15:00,248
