Datum Zeit,Freiberg PM10
,µg/m³
30-09-05,17
29-09-05,16
28-09-05,28
27-09-05,25
26-09-05,34
25-09-05,27
24-09-05,35
23-09-05,39
22-09-05,35
21-09-05,34
20-09-05,30
19-09-05,20
18-09-05,11
17-09-05,8
16-09-05,7
15-09-05,21
14-09-05,26
13-09-05,22
12-09-05,19
11-09-05,19
10-09-05,38
09-09-05,44
08-09-05,37
07-09-05,38
06-09-05,38
05-09-05,33
04-09-05,28
03-09-05,42
02-09-05,51
01-09-05,49

