Datum Zeit,Goerlitz PM10
,µg/m³
28-02-05,19
27-02-05,14
26-02-05,41
25-02-05,84
24-02-05,80
23-02-05,74
22-02-05,63
21-02-05,75
20-02-05,47
19-02-05,35
18-02-05,28
17-02-05,21
16-02-05,22
15-02-05,29
14-02-05,15
13-02-05,7
12-02-05,19
11-02-05,29
10-02-05,64
09-02-05,50
08-02-05,43
07-02-05,159
06-02-05,137
05-02-05,72
04-02-05,52
03-02-05,20
02-02-05,25
01-02-05,18

