Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
28-02-05,24
27-02-05,10
26-02-05,48
25-02-05,98
24-02-05,88
23-02-05,80
22-02-05,56
21-02-05,72
20-02-05,37
19-02-05,45
18-02-05,56
17-02-05,63
16-02-05,35
15-02-05,30
14-02-05,23
13-02-05,9
12-02-05,10
11-02-05,29
10-02-05,45
09-02-05,75
08-02-05,50
07-02-05,71
06-02-05,51
05-02-05,36
04-02-05,42
03-02-05,25
02-02-05,18
01-02-05,20

