Datum Zeit,Schwartenberg PM2.5
,µg/m³
28-02-05,
27-02-05,
26-02-05,11.50
25-02-05,
24-02-05,33.17
23-02-05,
22-02-05,30.55
21-02-05,
20-02-05,
19-02-05,
18-02-05,
17-02-05,
16-02-05,
15-02-05,
14-02-05,
13-02-05,
12-02-05,
11-02-05,
10-02-05,25.22
09-02-05,
08-02-05,
07-02-05,
06-02-05,37.07
05-02-05,
04-02-05,12.00
03-02-05,
02-02-05,
01-02-05,

