Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2001-04-01,,,,,,,20,,,
2001-04-01,01:00,0.6,,1,8,106,,,,1.2
2001-04-01,02:00,0.7,,1,10,101,,,,2.3
2001-04-01,03:00,0.7,,1,15,94,,,,19.3
2001-04-01,04:00,0.6,,1,11,99,,,,10.7
2001-04-01,05:00,0.8,,1,12,96,,,,19.8
2001-04-01,06:00,1.4,,1,19,88,,,,33.6
2001-04-01,07:00,1.6,,1,20,90,,,,43.0
2001-04-01,08:00,1.6,,1,14,96,,,,26.3
2001-04-01,09:00,1.1,,1,10,105,,,,9.6
2001-04-01,10:00,0.8,,1,9,113,,,,3.6
2001-04-01,11:00,0.8,,1,9,121,,,,1.5
2001-04-01,12:00,0.7,,1,12,118,,,,7.2
2001-04-01,13:00,2.3,,4,31,97,,,,38.5
2001-04-01,14:00,1.8,,,,100,,,,
2001-04-01,15:00,1.1,,1,24,103,,,,17.5
2001-04-01,16:00,0.9,,1,18,115,,,,11.6
2001-04-01,17:00,0.7,,1,16,117,,,,9.3
2001-04-01,18:00,0.7,,1,15,115,,,,8.1
2001-04-01,19:00,0.9,,1,15,115,,,,7.5
2001-04-01,20:00,0.7,,1,13,,,,,5.2
2001-04-01,21:00,0.7,,1,12,112,,,,5.8
2001-04-01,22:00,0.9,,1,11,109,,,,7.2
2001-04-01,23:00,1.4,,1,22,94,,,,57.7
2001-04-02,,,,,,,30,,,
2001-04-02,00:00,1.0,,1,26,88,,,,
2001-04-02,01:00,0.7,,1,22,92,,,,25.9
2001-04-02,02:00,0.8,,1,19,91,,,,18.5
2001-04-02,03:00,0.8,,1,25,80,,,,25.1
2001-04-02,04:00,0.9,,1,25,79,,,,30.7
2001-04-02,05:00,0.9,,1,22,83,,,,33.8
2001-04-02,06:00,1.2,,1,25,81,,,,35.4
2001-04-02,07:00,0.9,,1,27,83,,,,36.0
2001-04-02,08:00,1.0,,2,30,78,,,,46.3
2001-04-02,09:00,1.0,,6,39,70,,,,55.4
2001-04-02,10:00,1.5,,4,25,90,,,,43.4
2001-04-02,11:00,1.3,,1,16,103,,,,17.7
2001-04-02,12:00,1.2,,2,18,92,,,,26.7
2001-04-02,13:00,1.7,,2,19,102,,,,44.6
2001-04-02,14:00,1.0,,,,104,,,,
2001-04-02,15:00,1.3,,2,20,108,,,,20.7
2001-04-02,16:00,1.0,,2,29,103,,,,23.9
2001-04-02,17:00,1.1,,1,25,108,,,,19.7
2001-04-02,18:00,1.5,,1,26,103,,,,22.4
2001-04-02,19:00,1.5,,1,20,,,,,10.4
2001-04-02,20:00,1.0,,1,15,110,,,,5.8
2001-04-02,21:00,1.0,,1,20,105,,,,22.7
2001-04-02,22:00,1.1,,1,25,95,,,,28.0
2001-04-02,23:00,1.3,,1,28,84,,,,34.0
2001-04-03,,,,,,,25,,,
2001-04-03,00:00,1.8,,1,28,79,,,,
2001-04-03,01:00,1.9,,1,20,90,,,,45.6
2001-04-03,02:00,1.5,,1,16,92,,,,29.4
2001-04-03,03:00,2.0,,1,24,78,,,,27.1
2001-04-03,04:00,2.5,,1,40,64,,,,59.0
2001-04-03,05:00,5.2,,1,77,35,,,,112.8
2001-04-03,06:00,2.9,,1,60,52,,,,69.1
2001-04-03,07:00,2.3,,2,48,64,,,,63.0
2001-04-03,08:00,3.3,,4,42,70,,,,66.6
2001-04-03,09:00,3.3,,6,35,76,,,,59.7
2001-04-03,10:00,2.5,,4,27,85,,,,44.9
2001-04-03,11:00,1.8,,2,22,97,,,,26.3
2001-04-03,12:00,0.9,,1,11,128,,,,2.5
2001-04-03,13:00,0.5,,,,129,,,,
2001-04-03,14:00,0.5,,1,16,120,,,,3.6
2001-04-03,15:00,0.6,,1,16,104,,,,2.4
2001-04-03,16:00,0.7,,1,22,78,,,,3.8
2001-04-03,17:00,0.7,,1,22,77,,,,3.4
2001-04-03,18:00,0.4,,1,15,89,,,,3.0
2001-04-03,19:00,0.6,,1,14,,,,,1.0
2001-04-03,20:00,0.7,,1,13,81,,,,1.0
2001-04-03,21:00,0.7,,1,12,83,,,,1.0
2001-04-03,22:00,0.7,,1,12,79,,,,1.0
2001-04-03,23:00,0.8,,1,11,76,,,,1.0
2001-04-04,,,,,,,27,,20.11,
2001-04-04,00:00,0.6,,1,10,79,,,,
2001-04-04,01:00,0.5,,1,8,82,,,,1.0
2001-04-04,02:00,1.2,,1,10,74,,,,27.4
2001-04-04,03:00,2.5,,1,11,62,,,,15.2
2001-04-04,04:00,2.9,,1,18,53,,,,36.3
2001-04-04,05:00,2.5,,1,24,47,,,,51.2
2001-04-04,06:00,2.0,,1,22,52,,,,64.8
2001-04-04,07:00,2.8,,1,16,59,,,,47.5
2001-04-04,08:00,1.1,,13,53,30,,,,95.0
2001-04-04,09:00,2.4,,7,37,41,,,,94.5
2001-04-04,10:00,2.1,,10,33,46,,,,54.9
2001-04-04,11:00,3.0,,12,36,58,,,,48.2
2001-04-04,12:00,,,4,22,76,,,,24.9
2001-04-04,13:00,,,,,85,,,,
2001-04-04,14:00,,,,,77,,,,21.1
2001-04-04,15:00,,,,,84,,,,18.9
2001-04-04,16:00,,,,,95,,,,17.6
2001-04-04,17:00,0.6,,1,,111,,,,2.5
2001-04-04,18:00,0.6,,,,,,,,4.7
2001-04-04,19:00,0.8,,,,108,,,,3.3
2001-04-04,20:00,0.5,,,,110,,,,1.0
2001-04-04,21:00,0.4,,,,96,,,,1.0
2001-04-04,22:00,0.4,,,,89,,,,1.0
2001-04-04,23:00,0.3,,,,88,,,,1.0
2001-04-05,,,,,,,9,,,
2001-04-05,00:00,0.3,,,,90,,,,
2001-04-05,01:00,0.3,,,,87,,,,1.8
2001-04-05,02:00,0.3,,,,84,,,,2.0
2001-04-05,03:00,0.3,,,,83,,,,1.2
2001-04-05,04:00,0.3,,,,83,,,,1.3
2001-04-05,05:00,0.3,,,,80,,,,1.3
2001-04-05,06:00,0.3,,,,78,,,,2.0
2001-04-05,07:00,,,,,75,,,,1.5
2001-04-05,08:00,,,1,9,78,,,,2.1
2001-04-05,09:00,,,1,8,80,,,,3.0
2001-04-05,10:00,,,1,8,81,,,,2.9
2001-04-05,11:00,,,1,8,84,,,,3.2
2001-04-05,12:00,,,1,7,89,,,,
2001-04-05,13:00,,,1,6,91,,,,1.6
2001-04-05,14:00,,,1,7,90,,,,1.2
2001-04-05,15:00,,,1,6,92,,,,1.4
2001-04-05,16:00,,,1,7,93,,,,1.7
2001-04-05,17:00,,,1,7,92,,,,1.9
2001-04-05,18:00,0.4,,1,7,,,,,1.6
2001-04-05,19:00,0.5,,1,7,88,,,,2.0
2001-04-05,20:00,0.7,,1,7,87,,,,1.6
2001-04-05,21:00,0.5,,1,7,85,,,,1.5
