Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2003-06-01,01:00,,,1,5,130,,,2.7
2003-06-01,02:00,,,1,5,124,,,2.5
2003-06-01,03:00,,,1,5,117,,,2.5
2003-06-01,04:00,,,1,5,111,,,2.0
2003-06-01,05:00,,,1,5,115,,,5.5
2003-06-01,06:00,,,1,6,101,,,5.5
2003-06-01,07:00,,,1,5,103,,,3.9
2003-06-01,08:00,,,1,4,106,,,3.1
2003-06-01,09:00,,,1,4,123,,,2.5
2003-06-01,10:00,,,1,4,131,,,2.9
2003-06-01,11:00,,,,,136,,,2.5
2003-06-01,12:00,,,,,135,,,1.7
2003-06-01,13:00,,,,,138,,,1.9
2003-06-01,14:00,,,,,142,,,1.3
2003-06-01,15:00,,,,,138,,,1.2
2003-06-01,16:00,,,,,135,,,1.5
2003-06-01,17:00,,,,,135,,,1.0
2003-06-01,18:00,,,,,130,,,1.9
2003-06-01,19:00,,,,,121,,,1.5
2003-06-01,20:00,,,,,112,,,2.0
2003-06-01,21:00,,,,,100,,,1.5
2003-06-01,22:00,,,,,100,,,1.7
2003-06-01,23:00,,,,,96,,,2.2
2003-06-02,00:00,,,,,91,,,3.1
2003-06-02,01:00,,,,,85,,,8.4
2003-06-02,02:00,,,,,94,,,7.3
2003-06-02,03:00,,,,,98,,,4.9
2003-06-02,04:00,,,,,115,,,9.5
2003-06-02,05:00,,,,,126,,,9.8
2003-06-02,06:00,,,,,125,,,5.7
2003-06-02,07:00,,,,,121,,,5.6
2003-06-02,08:00,,,,,133,,,5.9
2003-06-02,09:00,,,,,135,,,5.5
2003-06-02,11:00,,,1,5,,,,4.6
2003-06-02,12:00,,,1,4,,,,3.0
2003-06-02,13:00,,,1,5,,,,4.6
2003-06-02,14:00,,,1,5,,,,5.4
2003-06-02,15:00,,,1,6,119,,,4.9
2003-06-02,16:00,,,1,6,126,,,4.6
2003-06-02,17:00,,,1,8,129,,,4.5
2003-06-02,18:00,,,1,10,130,,,4.3
2003-06-02,19:00,,,1,5,131,,,3.5
2003-06-02,20:00,,,1,4,137,,,3.3
2003-06-02,21:00,,,1,11,135,,,5.3
2003-06-02,22:00,,,1,14,133,,,9.4
2003-06-02,23:00,,,1,7,142,,,12.9
2003-06-03,00:00,,,1,8,131,,,6.9
2003-06-03,01:00,,,1,9,115,,,8.8
2003-06-03,02:00,,,1,10,109,,,10.6
2003-06-03,03:00,,,1,11,107,,,13.5
2003-06-03,04:00,,,1,10,102,,,14.0
2003-06-03,05:00,,,1,10,102,,,12.1
2003-06-03,06:00,,,2,24,83,,,49.5
2003-06-03,07:00,,,2,20,100,,,37.7
2003-06-03,08:00,,,5,32,82,,,38.7
2003-06-03,09:00,,,4,27,94,,,65.2
2003-06-03,10:00,,,3,21,109,,,43.2
2003-06-03,11:00,,,1,13,127,,,16.6
2003-06-03,12:00,,,1,15,136,,,19.0
2003-06-03,13:00,,,1,13,146,,,13.2
2003-06-03,14:00,,,1,10,149,,,7.1
2003-06-03,15:00,,,1,7,157,,,5.4
2003-06-03,16:00,,,1,6,160,,,5.1
2003-06-03,17:00,,,1,5,158,,,4.2
2003-06-03,18:00,,,1,8,152,,,5.2
2003-06-03,19:00,,,1,8,137,,,3.4
2003-06-03,20:00,,,1,8,134,,,3.6
2003-06-03,21:00,,,1,7,143,,,4.7
2003-06-03,22:00,,,1,5,142,,,5.7
2003-06-03,23:00,,,1,7,139,,,9.7
2003-06-04,00:00,,,1,7,130,,,10.1
2003-06-04,01:00,,,1,7,124,,,10.2
2003-06-04,02:00,,,1,8,116,,,13.4
2003-06-04,03:00,,,1,8,112,,,14.0
2003-06-04,04:00,,,1,11,102,,,14.7
2003-06-04,05:00,,,1,15,95,,,13.8
2003-06-04,06:00,,,1,16,92,,,11.6
2003-06-04,07:00,,,1,12,99,,,10.4
2003-06-04,08:00,,,1,10,111,,,7.3
2003-06-04,09:00,,,1,10,120,,,8.8
2003-06-04,10:00,,,1,11,131,,,11.2
2003-06-04,11:00,,,1,10,145,,,10.8
2003-06-04,12:00,,,1,7,155,,,7.6
2003-06-04,13:00,,,1,5,157,,,5.0
2003-06-04,14:00,,,1,7,161,,,4.1
2003-06-04,15:00,,,1,8,171,,,5.4
2003-06-04,16:00,,,1,9,171,,,6.1
2003-06-04,17:00,,,1,8,170,,,5.2
2003-06-04,18:00,,,1,7,166,,,3.0
2003-06-04,19:00,,,1,6,159,,,2.2
2003-06-04,20:00,,,1,6,151,,,3.8
2003-06-04,21:00,,,1,7,141,,,9.0
2003-06-04,22:00,,,1,8,134,,,10.6
2003-06-04,23:00,,,1,9,126,,,5.3
2003-06-05,00:00,,,1,9,123,,,4.8
2003-06-05,01:00,,,1,9,119,,,4.0
2003-06-05,02:00,,,1,13,113,,,9.1
2003-06-05,03:00,,,1,12,112,,,11.4
2003-06-05,04:00,,,1,15,120,,,18.1
2003-06-05,05:00,,,1,11,140,,,12.6
2003-06-05,06:00,,,1,8,142,,,7.1
2003-06-05,07:00,,,1,6,142,,,4.4
2003-06-05,08:00,,,1,6,150,,,3.6
2003-06-05,09:00,,,1,6,152,,,3.5
2003-06-05,10:00,,,1,6,152,,,5.1
2003-06-05,11:00,,,3,30,124,,,25.8
2003-06-05,12:00,,,3,36,124,,,24.9
2003-06-05,13:00,,,1,20,143,,,14.1
2003-06-05,14:00,,,1,6,125,,,3.0
2003-06-05,15:00,,,1,5,152,,,2.1
2003-06-05,16:00,,,1,8,146,,,2.5
2003-06-05,17:00,,,1,6,147,,,2.5
2003-06-05,18:00,,,1,8,155,,,2.1
2003-06-05,19:00,,,1,7,141,,,3.0
2003-06-05,20:00,,,1,10,132,,,7.5
2003-06-05,21:00,,,1,7,119,,,2.3
2003-06-05,22:00,,,1,6,118,,,1.0
2003-06-05,23:00,,,1,5,119,,,1.0
2003-06-06,00:00,,,1,4,125,,,1.0
2003-06-06,01:00,,,1,4,116,,,1.0
2003-06-06,02:00,,,1,6,117,,,2.5
2003-06-06,03:00,,,1,8,116,,,4.7
2003-06-06,04:00,,,1,9,93,,,5.9
2003-06-06,05:00,,,1,6,80,,,1.0
2003-06-06,06:00,,,1,5,81,,,1.0
2003-06-06,07:00,,,1,5,99,,,1.0
2003-06-06,08:00,,,1,6,93,,,1.0
2003-06-06,09:00,,,1,6,97,,,1.0
2003-06-06,10:00,,,1,7,85,,,1.0
2003-06-06,11:00,,,1,6,104,,,1.0
2003-06-06,12:00,,,1,7,85,,,1.0
2003-06-06,13:00,,,1,7,63,,,1.0
2003-06-06,14:00,,,1,6,68,,,1.0
2003-06-06,15:00,,,1,5,97,,,1.0
2003-06-06,16:00,,,1,5,93,,,1.0
2003-06-06,17:00,,,1,6,91,,,1.0
2003-06-06,18:00,,,1,5,99,,,1.0
2003-06-06,19:00,,,1,5,95,,,1.0
2003-06-06,20:00,,,1,7,89,,,1.0
2003-06-06,21:00,,,1,7,90,,,1.0
2003-06-06,22:00,,,1,6,98,,,1.0
2003-06-06,23:00,,,1,6,100,,,1.0
2003-06-07,00:00,,,1,5,117,,,1.5
2003-06-07,01:00,,,1,5,121,,,1.7
2003-06-07,02:00,,,1,4,120,,,1.0
2003-06-07,03:00,,,1,5,113,,,1.0
2003-06-07,04:00,,,1,5,107,,,1.3
2003-06-07,05:00,,,1,4,108,,,1.0
2003-06-07,06:00,,,1,5,102,,,1.0
2003-06-07,07:00,,,1,5,108,,,1.0
2003-06-07,08:00,,,1,5,113,,,1.0
2003-06-07,09:00,,,1,8,113,,,3.8
2003-06-07,10:00,,,1,13,118,,,5.8
2003-06-07,11:00,,,1,10,125,,,3.5
2003-06-07,12:00,,,1,8,133,,,9.4
2003-06-07,13:00,,,1,6,147,,,9.6
2003-06-07,14:00,,,1,7,161,,,10.0
2003-06-07,15:00,,,1,9,184,,,15.1
2003-06-07,16:00,,,1,7,157,,,9.6
2003-06-07,17:00,,,1,10,184,,,13.6
2003-06-07,18:00,,,1,10,180,,,16.0
2003-06-07,19:00,,,1,7,151,,,7.3
2003-06-07,20:00,,,1,9,120,,,2.9
2003-06-07,21:00,,,1,6,135,,,1.9
2003-06-07,22:00,,,1,4,144,,,1.7
2003-06-07,23:00,,,1,4,141,,,1.1
2003-06-08,00:00,,,1,5,141,,,2.3
2003-06-08,01:00,,,1,14,129,,,9.5
2003-06-08,02:00,,,1,23,116,,,20.1
2003-06-08,03:00,,,1,23,114,,,11.1
2003-06-08,04:00,,,1,34,97,,,15.8
2003-06-08,05:00,,,1,23,106,,,12.8
2003-06-08,06:00,,,5,43,81,,,67.0
2003-06-08,07:00,,,1,14,111,,,16.0
2003-06-08,08:00,,,1,6,134,,,3.7
2003-06-08,09:00,,,1,5,136,,,2.2
2003-06-08,10:00,,,1,5,137,,,2.1
2003-06-08,11:00,,,1,6,144,,,5.1
2003-06-08,12:00,,,1,5,145,,,5.1
2003-06-08,13:00,,,1,4,141,,,3.0
2003-06-08,14:00,,,1,5,136,,,2.1
2003-06-08,15:00,,,1,5,135,,,1.5
2003-06-08,16:00,,,1,5,141,,,1.6
2003-06-08,17:00,,,1,7,139,,,1.0
2003-06-08,18:00,,,1,6,140,,,1.7
2003-06-08,19:00,,,1,8,134,,,2.0
2003-06-08,20:00,,,1,7,124,,,1.8
2003-06-08,21:00,,,1,7,112,,,1.3
2003-06-08,22:00,,,1,8,108,,,5.7
2003-06-08,23:00,,,1,4,113,,,1.0
2003-06-09,00:00,,,1,3,115,,,1.0
2003-06-09,01:00,,,1,3,111,,,1.0
2003-06-09,02:00,,,1,3,109,,,1.0
2003-06-09,03:00,,,1,4,103,,,1.0
2003-06-09,04:00,,,1,4,100,,,1.0
2003-06-09,05:00,,,1,4,88,,,1.0
2003-06-09,06:00,,,1,4,87,,,1.0
2003-06-09,07:00,,,1,4,88,,,1.0
2003-06-09,08:00,,,1,4,91,,,1.0
2003-06-09,09:00,,,1,3,90,,,1.0
2003-06-09,10:00,,,1,3,97,,,1.0
2003-06-09,11:00,,,1,3,101,,,1.0
2003-06-09,12:00,,,1,3,103,,,1.0
2003-06-09,13:00,,,1,3,112,,,1.0
2003-06-09,14:00,,,1,3,115,,,1.0
2003-06-09,15:00,,,1,3,117,,,1.0
2003-06-09,16:00,,,1,3,116,,,1.0
2003-06-09,17:00,,,1,3,119,,,1.0
2003-06-09,18:00,,,1,4,117,,,1.0
2003-06-09,19:00,,,1,4,111,,,1.2
2003-06-09,20:00,,,1,5,104,,,1.9
2003-06-09,21:00,,,1,5,106,,,4.0
2003-06-09,22:00,,,1,5,109,,,6.7
2003-06-09,23:00,,,1,5,107,,,5.6
2003-06-10,00:00,,,1,5,106,,,3.0
2003-06-10,01:00,,,1,5,102,,,1.5
2003-06-10,02:00,,,1,6,93,,,1.0
2003-06-10,03:00,,,1,5,102,,,1.0
2003-06-10,04:00,,,1,9,93,,,4.6
2003-06-10,05:00,,,1,30,72,,,8.9
2003-06-10,06:00,,,2,23,79,,,10.4
2003-06-10,07:00,,,4,27,72,,,20.1
2003-06-10,08:00,,,4,24,78,,,26.3
2003-06-10,09:00,,,2,13,96,,,22.4
2003-06-10,10:00,,,2,16,101,,,45.3
2003-06-10,11:00,,,1,10,114,,,12.9
2003-06-10,12:00,,,1,9,122,,,13.9
2003-06-10,13:00,,,1,6,132,,,6.7
2003-06-10,14:00,,,1,7,139,,,8.0
2003-06-10,15:00,,,1,11,143,,,12.9
2003-06-10,16:00,,,1,12,143,,,17.1
2003-06-10,17:00,,,1,9,152,,,11.6
2003-06-10,18:00,,,1,9,158,,,4.4
2003-06-10,19:00,,,1,7,162,,,3.7
2003-06-10,20:00,,,1,8,168,,,3.1
2003-06-10,21:00,,,1,9,158,,,5.9
2003-06-10,22:00,,,1,10,148,,,11.0
2003-06-10,23:00,,,1,16,135,,,20.9
2003-06-11,00:00,,,1,16,129,,,31.7
2003-06-11,01:00,,,1,17,118,,,54.1
2003-06-11,02:00,,,1,8,121,,,5.8
2003-06-11,03:00,,,1,5,122,,,3.2
2003-06-11,04:00,,,1,6,117,,,5.5
2003-06-11,05:00,,,1,14,114,,,20.7
2003-06-11,06:00,,,1,21,110,,,16.2
2003-06-11,07:00,,,1,9,115,,,4.4
2003-06-11,08:00,,,1,8,107,,,2.9
2003-06-11,09:00,,,1,9,103,,,3.1
2003-06-11,10:00,,,1,8,101,,,2.2
2003-06-11,11:00,,,1,8,102,,,2.5
2003-06-11,12:00,,,1,7,103,,,2.7
2003-06-11,13:00,,,1,6,113,,,2.9
2003-06-11,14:00,,,1,6,118,,,3.1
2003-06-11,15:00,,,1,4,121,,,1.6
2003-06-11,16:00,,,1,5,118,,,1.1
2003-06-11,17:00,,,1,4,120,,,1.0
2003-06-11,18:00,,,1,5,123,,,1.0
2003-06-11,19:00,,,1,5,121,,,1.7
2003-06-11,20:00,,,1,6,121,,,3.1
2003-06-11,21:00,,,1,6,122,,,4.3
2003-06-11,22:00,,,1,6,123,,,5.5
2003-06-11,23:00,,,1,7,120,,,4.9
2003-06-12,00:00,,,1,8,122,,,3.8
2003-06-12,01:00,,,1,5,128,,,4.1
2003-06-12,02:00,,,1,4,129,,,2.9
2003-06-12,03:00,,,1,4,131,,,3.2
2003-06-12,04:00,,,1,5,132,,,5.5
2003-06-12,05:00,,,1,10,113,,,47.0
2003-06-12,06:00,,,1,15,86,,,39.9
2003-06-12,07:00,,,5,34,76,,,24.8
2003-06-12,08:00,,,5,30,90,,,17.7
2003-06-12,09:00,,,3,21,109,,,21.2
2003-06-12,10:00,,,1,14,110,,,
2003-06-12,11:00,,,1,10,138,,,
2003-06-12,12:00,,,1,12,147,,,
2003-06-12,13:00,,,1,18,152,,,30.9
2003-06-12,14:00,,,1,9,168,,,23.6
2003-06-12,15:00,,,1,7,172,,,16.6
2003-06-12,16:00,,,1,6,175,,,15.5
2003-06-12,17:00,,,1,6,169,,,13.2
2003-06-12,18:00,,,1,8,157,,,12.2
2003-06-12,19:00,,,1,7,164,,,8.9
2003-06-12,20:00,,,1,13,153,,,7.4
2003-06-12,21:00,,,1,11,136,,,8.1
2003-06-12,22:00,,,1,9,134,,,8.4
2003-06-12,23:00,,,1,7,130,,,6.7
2003-06-13,00:00,,,1,5,119,,,4.0
2003-06-13,01:00,,,1,8,113,,,3.1
2003-06-13,02:00,,,1,7,117,,,4.0
2003-06-13,03:00,,,1,5,98,,,1.0
2003-06-13,04:00,,,1,4,103,,,1.0
2003-06-13,05:00,,,1,5,106,,,1.0
2003-06-13,06:00,,,1,5,119,,,1.0
2003-06-13,07:00,,,1,6,125,,,1.0
2003-06-13,08:00,,,1,7,101,,,1.0
2003-06-13,09:00,,,1,6,99,,,1.0
2003-06-13,10:00,,,1,6,116,,,1.0
2003-06-13,11:00,,,1,6,116,,,1.0
2003-06-13,12:00,,,1,7,114,,,1.0
2003-06-13,13:00,,,1,5,119,,,1.0
2003-06-13,14:00,,,1,6,118,,,1.0
2003-06-13,15:00,,,1,6,113,,,1.0
2003-06-13,16:00,,,1,6,112,,,1.0
2003-06-13,17:00,,,1,5,127,,,1.0
2003-06-13,18:00,,,1,6,125,,,1.0
2003-06-13,19:00,,,1,6,122,,,1.0
2003-06-13,20:00,,,1,6,118,,,1.0
2003-06-13,21:00,,,1,7,111,,,1.0
2003-06-13,22:00,,,1,6,110,,,1.0
2003-06-13,23:00,,,1,6,115,,,1.0
2003-06-14,00:00,,,1,6,118,,,1.1
2003-06-14,01:00,,,1,6,114,,,1.0
2003-06-14,02:00,,,1,6,107,,,1.0
2003-06-14,03:00,,,1,5,113,,,1.0
2003-06-14,04:00,,,1,6,107,,,1.0
2003-06-14,05:00,,,1,9,100,,,2.3
2003-06-14,06:00,,,1,11,98,,,5.5
2003-06-14,07:00,,,1,7,111,,,2.0
2003-06-14,08:00,,,1,6,122,,,1.0
2003-06-14,09:00,,,1,6,120,,,1.0
2003-06-14,10:00,,,1,11,119,,,5.4
2003-06-14,11:00,,,1,16,115,,,8.7
2003-06-14,12:00,,,1,12,128,,,16.7
2003-06-14,13:00,,,1,11,141,,,18.5
2003-06-14,14:00,,,1,9,175,,,15.9
2003-06-14,15:00,,,1,10,177,,,16.7
2003-06-14,16:00,,,1,9,173,,,14.1
2003-06-14,17:00,,,1,12,168,,,14.7
2003-06-14,18:00,,,1,14,159,,,12.8
2003-06-14,19:00,,,1,9,139,,,4.8
2003-06-14,20:00,,,1,9,127,,,1.6
2003-06-14,21:00,,,1,9,133,,,1.0
