Datum,Zeit,BEN,NO,NO2,O3,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-12-01,01:00,,,,1,,
2017-12-01,02:00,,,,1,,
2017-12-01,03:00,,,,1,,
2017-12-01,04:00,,,,10,,
2017-12-01,05:00,,,,1,,
2017-12-01,06:00,,,,2,,
2017-12-01,07:00,,,,2,,
2017-12-01,08:00,,,,1,,
2017-12-01,09:00,,,,2,,
2017-12-01,10:00,,,,3,,
2017-12-01,11:00,,,,3,,
2017-12-01,12:00,,,,3,,
2017-12-01,13:00,,,,3,,
2017-12-01,14:00,,,,3,,
2017-12-01,15:00,,,,4,,
2017-12-01,16:00,,,,10,,
2017-12-01,17:00,,,,10,,
2017-12-01,18:00,,,,4,,
2017-12-01,19:00,,,,3,,
2017-12-01,20:00,,,,4,,
2017-12-01,21:00,,,,5,,
2017-12-01,22:00,,,,8,,
2017-12-01,23:00,,,,7,,
2017-12-02,00:00,,,,4,,
2017-12-02,01:00,,,,2,,
2017-12-02,02:00,,,,1,,
2017-12-02,03:00,,,,1,,
2017-12-02,04:00,,,,1,,
2017-12-02,05:00,,,,1,,
2017-12-02,06:00,,,,1,,
2017-12-02,07:00,,,,1,,
2017-12-02,08:00,,,,1,,
2017-12-02,09:00,,,,2,,
2017-12-02,10:00,,,,2,,
2017-12-02,11:00,,,,2,,
2017-12-02,12:00,,,,6,,
2017-12-02,13:00,,,,14,,
2017-12-02,14:00,,,,15,,
2017-12-02,15:00,,,,13,,
2017-12-02,16:00,,,,12,,
2017-12-02,17:00,,,,7,,
2017-12-02,18:00,,,,1,,
2017-12-02,19:00,,,,2,,
2017-12-02,20:00,,,,7,,
2017-12-02,21:00,,,,4,,
2017-12-02,22:00,,,,12,,
2017-12-02,23:00,,,,8,,
2017-12-03,00:00,,,,5,,
2017-12-03,01:00,,,,3,,
2017-12-03,02:00,,,,2,,
2017-12-03,03:00,,,,1,,
2017-12-03,04:00,,,,4,,
2017-12-03,05:00,,,,10,,
2017-12-03,06:00,,,,12,,
2017-12-03,07:00,,,,13,,
2017-12-03,08:00,,,,12,,
2017-12-03,09:00,,,,15,,
2017-12-03,10:00,,,,20,,
2017-12-03,11:00,,,,27,,
2017-12-03,12:00,,,,34,,
2017-12-03,13:00,,,,35,,
2017-12-03,14:00,,,,35,,
2017-12-03,15:00,,,,31,,
2017-12-03,16:00,,,,26,,
2017-12-03,17:00,,,,22,,
2017-12-03,18:00,,,,17,,
2017-12-03,19:00,,,,19,,
2017-12-03,20:00,,,,19,,
2017-12-03,21:00,,,,19,,
2017-12-03,22:00,,,,16,,
2017-12-03,23:00,,,,15,,
2017-12-04,00:00,,,,14,,
2017-12-04,01:00,,,,11,,
2017-12-04,02:00,,,,10,,
2017-12-04,03:00,,,,10,,
2017-12-04,04:00,,,,10,,
2017-12-04,05:00,,,,16,,
2017-12-04,06:00,,,,15,,
2017-12-04,07:00,,,,14,,
2017-12-04,08:00,,,,12,,
2017-12-04,09:00,,,,12,,
2017-12-04,10:00,,,,21,,
2017-12-04,11:00,,,,18,,
2017-12-04,12:00,,,,24,,
2017-12-04,13:00,,,,36,,
2017-12-04,14:00,,,,45,,
2017-12-04,15:00,,,,55,,
2017-12-04,16:00,,,,53,,
2017-12-04,17:00,,,,38,,
2017-12-04,18:00,,,,34,,
2017-12-04,19:00,,,,27,,
2017-12-04,20:00,,,,29,,
2017-12-04,21:00,,,,36,,
2017-12-04,22:00,,,,41,,
2017-12-04,23:00,,,,48,,
2017-12-05,00:00,,,,46,,
2017-12-05,01:00,,,,46,,
2017-12-05,02:00,,,,47,,
2017-12-05,03:00,,,,49,,
2017-12-05,04:00,,,,46,,
2017-12-05,05:00,,,,42,,
2017-12-05,06:00,,,,47,,
2017-12-05,07:00,,,,46,,
2017-12-05,08:00,,,,41,,
2017-12-05,09:00,,,,40,,
2017-12-05,10:00,,,,35,,
2017-12-05,11:00,,,,37,,
2017-12-05,12:00,,,,37,,
2017-12-05,13:00,,,,33,,
2017-12-05,14:00,,,,33,,
2017-12-05,15:00,,,,32,,
2017-12-05,16:00,,,,28,,
2017-12-05,17:00,,,,24,,
