Datum,Zeit,BEN,NO,NO2,O3,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-12-01,01:00,,4,27,,19,
2017-12-01,02:00,,8,23,,17,
2017-12-01,03:00,,7,27,,18,
2017-12-01,04:00,,8,26,,18,
2017-12-01,05:00,,33,34,,17,
2017-12-01,06:00,,75,53,,23,
2017-12-01,07:00,,129,62,,31,
2017-12-01,08:00,,191,76,,37,
2017-12-01,09:00,,177,69,,40,
2017-12-01,10:00,,170,72,,39,
2017-12-01,11:00,,131,63,,41,
2017-12-01,12:00,,102,59,,39,
2017-12-01,13:00,,70,48,,39,
2017-12-01,14:00,,86,52,,41,
2017-12-01,15:00,,62,48,,28,
2017-12-01,16:00,,68,49,,29,
2017-12-01,17:00,,74,56,,35,
2017-12-01,18:00,,123,79,,32,
2017-12-01,19:00,,131,85,,40,
2017-12-01,20:00,,113,76,,45,
2017-12-01,21:00,,50,53,,40,
2017-12-01,22:00,,31,47,,26,
2017-12-01,23:00,,18,30,,26,
2017-12-02,00:00,,16,33,,19,
2017-12-02,01:00,,7,21,,19,
2017-12-02,02:00,,5,18,,17,
2017-12-02,03:00,,4,17,,14,
2017-12-02,04:00,,7,21,,17,
2017-12-02,05:00,,7,24,,18,
2017-12-02,06:00,,16,31,,18,
2017-12-02,07:00,,17,32,,23,
2017-12-02,08:00,,33,44,,29,
2017-12-02,09:00,,47,51,,28,
2017-12-02,10:00,,71,61,,32,
2017-12-02,11:00,,73,59,,33,
2017-12-02,12:00,,62,55,,34,
2017-12-02,13:00,,38,44,,28,
2017-12-02,14:00,,26,35,,18,
2017-12-02,15:00,,25,35,,17,
2017-12-02,16:00,,33,41,,19,
2017-12-02,17:00,,61,57,,24,
2017-12-02,18:00,,59,58,,27,
2017-12-02,19:00,,81,72,,30,
2017-12-02,20:00,,88,75,,42,
2017-12-02,21:00,,95,72,,50,
2017-12-02,22:00,,78,63,,52,
2017-12-02,23:00,,74,61,,51,
2017-12-03,00:00,,64,57,,49,
2017-12-03,01:00,,50,54,,43,
2017-12-03,02:00,,29,47,,38,
2017-12-03,03:00,,20,40,,34,
2017-12-03,04:00,,10,31,,28,
2017-12-03,05:00,,12,27,,24,
2017-12-03,06:00,,13,27,,25,
2017-12-03,07:00,,12,28,,22,
2017-12-03,08:00,,9,23,,19,
2017-12-03,09:00,,24,34,,20,
2017-12-03,10:00,,26,26,,21,
2017-12-03,11:00,,29,33,,19,
2017-12-03,12:00,,42,37,,20,
2017-12-03,13:00,,35,31,,19,
2017-12-03,14:00,,41,32,,19,
2017-12-03,15:00,,46,39,,25,
2017-12-03,16:00,,41,36,,27,
2017-12-03,17:00,,48,41,,23,
2017-12-03,18:00,,47,41,,18,
2017-12-03,19:00,,43,39,,14,
2017-12-03,20:00,,35,33,,16,
2017-12-03,21:00,,20,24,,17,
2017-12-03,22:00,,14,22,,15,
2017-12-03,23:00,,6,19,,18,
2017-12-04,00:00,,3,17,,17,
2017-12-04,01:00,,1,16,,15,
2017-12-04,02:00,,2,17,,12,
2017-12-04,03:00,,4,18,,12,
2017-12-04,04:00,,4,18,,13,
2017-12-04,05:00,,10,21,,13,
2017-12-04,06:00,,27,26,,12,
2017-12-04,07:00,,45,36,,11,
2017-12-04,08:00,,95,51,,14,
2017-12-04,09:00,,54,40,,,
2017-12-04,10:00,,33,34,,,
2017-12-04,11:00,,51,44,,,
2017-12-04,12:00,,32,35,,,
2017-12-04,13:00,,33,37,,8,
2017-12-04,14:00,,39,43,,9,
2017-12-04,15:00,,49,45,,11,
2017-12-04,16:00,,52,51,,10,
2017-12-04,17:00,,53,57,,12,
2017-12-04,18:00,,43,48,,12,
2017-12-04,19:00,,24,32,,10,
2017-12-04,20:00,,16,27,,12,
2017-12-04,21:00,,12,25,,11,
2017-12-04,22:00,,11,22,,12,
2017-12-04,23:00,,7,19,,9,
2017-12-05,00:00,,3,17,,10,
2017-12-05,01:00,,2,9,,8,
2017-12-05,02:00,,1,8,,7,
2017-12-05,03:00,,1,8,,7,
2017-12-05,04:00,,1,7,,5,
2017-12-05,05:00,,3,9,,4,
2017-12-05,06:00,,8,14,,2,
2017-12-05,07:00,,25,27,,4,
2017-12-05,08:00,,46,43,,9,
