Datum,Zeit,BEN,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-12-01,,,,,,17.19,,,
2017-12-01,01:00,,1,17,,,12,,
2017-12-01,02:00,,1,17,,,14,,
2017-12-01,03:00,,1,17,,,14,,
2017-12-01,04:00,,1,18,,,15,,
2017-12-01,05:00,,1,15,,,15,,
2017-12-01,06:00,,1,17,,,14,,
2017-12-01,07:00,,1,16,,,12,,
2017-12-01,08:00,,2,22,,,15,,
2017-12-01,09:00,,6,25,,,18,,
2017-12-01,10:00,,9,23,,,23,,
2017-12-01,11:00,,8,20,,,18,,
2017-12-01,12:00,,5,18,,,15,,
2017-12-01,13:00,,5,15,,,16,,
2017-12-01,14:00,,5,13,,,15,,
2017-12-01,15:00,,4,16,,,15,,
2017-12-01,16:00,,1,16,,,16,,
2017-12-01,17:00,,1,17,,,13,,
2017-12-01,18:00,,1,24,,,14,,
2017-12-01,19:00,,2,25,,,19,,
2017-12-01,20:00,,1,29,,,18,,
2017-12-01,21:00,,1,27,,,22,,
2017-12-01,22:00,,1,23,,,24,,
2017-12-01,23:00,,1,23,,,19,,
2017-12-02,,,,,,15.16,,,
2017-12-02,00:00,,1,14,,,18,,
2017-12-02,01:00,,1,11,,,13,,
2017-12-02,02:00,,1,11,,,14,,
2017-12-02,03:00,,1,10,,,16,,
2017-12-02,04:00,,1,11,,,14,,
2017-12-02,05:00,,1,10,,,13,,
2017-12-02,06:00,,1,10,,,12,,
2017-12-02,07:00,,1,9,,,10,,
2017-12-02,08:00,,1,11,,,10,,
2017-12-02,09:00,,1,13,,,15,,
2017-12-02,10:00,,2,11,,,16,,
2017-12-02,11:00,,1,10,,,15,,
2017-12-02,12:00,,2,10,,,15,,
2017-12-02,13:00,,1,8,,,10,,
2017-12-02,14:00,,2,8,,,10,,
2017-12-02,15:00,,2,10,,,9,,
2017-12-02,16:00,,1,9,,,9,,
2017-12-02,17:00,,1,10,,,12,,
2017-12-02,18:00,,4,13,,,15,,
2017-12-02,19:00,,2,14,,,18,,
2017-12-02,20:00,,2,13,,,15,,
2017-12-02,21:00,,2,15,,,20,,
2017-12-02,22:00,,1,21,,,21,,
2017-12-02,23:00,,1,21,,,21,,
2017-12-03,,,,,,15.59,,,
2017-12-03,00:00,,1,19,,,19,,
2017-12-03,01:00,,3,19,,,17,,
2017-12-03,02:00,,1,19,,,18,,
2017-12-03,03:00,,1,16,,,19,,
2017-12-03,04:00,,3,17,,,19,,
2017-12-03,05:00,,1,14,,,18,,
2017-12-03,06:00,,1,13,,,17,,
2017-12-03,07:00,,1,13,,,17,,
2017-12-03,08:00,,1,14,,,14,,
2017-12-03,09:00,,1,10,,,16,,
2017-12-03,10:00,,1,8,,,14,,
2017-12-03,11:00,,1,7,,,12,,
2017-12-03,12:00,,2,9,,,13,,
2017-12-03,13:00,,1,8,,,18,,
2017-12-03,14:00,,1,7,,,13,,
2017-12-03,15:00,,1,8,,,13,,
2017-12-03,16:00,,1,10,,,13,,
2017-12-03,17:00,,1,13,,,14,,
2017-12-03,18:00,,1,15,,,14,,
2017-12-03,19:00,,1,15,,,13,,
2017-12-03,20:00,,1,14,,,14,,
2017-12-03,21:00,,1,14,,,16,,
2017-12-03,22:00,,1,15,,,16,,
2017-12-03,23:00,,1,16,,,15,,
2017-12-04,,,,,,5.49,,,
2017-12-04,00:00,,1,17,,,15,,
2017-12-04,01:00,,1,17,,,13,,
2017-12-04,02:00,,1,17,,,12,,
2017-12-04,03:00,,1,15,,,13,,
2017-12-04,04:00,,1,16,,,11,,
2017-12-04,05:00,,1,15,,,10,,
2017-12-04,06:00,,1,15,,,8,,
2017-12-04,07:00,,1,16,,,7,,
2017-12-04,08:00,,1,15,,,8,,
2017-12-04,09:00,,1,15,,,6,,
2017-12-04,10:00,,2,15,,,4,,
2017-12-04,11:00,,2,14,,,6,,
2017-12-04,12:00,,2,13,,,6,,
2017-12-04,13:00,,3,15,,,4,,
2017-12-04,14:00,,3,17,,,3,,
2017-12-04,15:00,,3,16,,,3,,
2017-12-04,16:00,,1,16,,,4,,
2017-12-04,17:00,,1,12,,,6,,
2017-12-04,18:00,,1,11,,,6,,
2017-12-04,19:00,,1,11,,,4,,
2017-12-04,20:00,,1,9,,,6,,
2017-12-04,21:00,,1,7,,,6,,
2017-12-04,22:00,,1,5,,,6,,
2017-12-04,23:00,,1,7,,,4,,
2017-12-05,,,,,,6.55,,,
2017-12-05,00:00,,1,6,,,3,,
2017-12-05,01:00,,1,6,,,5,,
2017-12-05,02:00,,1,5,,,7,,
2017-12-05,03:00,,1,4,,,6,,
2017-12-05,04:00,,1,5,,,4,,
2017-12-05,05:00,,1,6,,,4,,
2017-12-05,06:00,,1,5,,,4,,
2017-12-05,07:00,,1,6,,,7,,
2017-12-05,08:00,,1,7,,,7,,
2017-12-05,09:00,,1,8,,,10,,
2017-12-05,10:00,,1,11,,,12,,
2017-12-05,11:00,,2,14,,,10,,
2017-12-05,12:00,,2,13,,,8,,
