Datum Zeit,Leipzig-Mitte PM10
,µg/m³
31-12-11,20
30-12-11,7
29-12-11,19
28-12-11,20
27-12-11,18
26-12-11,10
25-12-11,9
24-12-11,9
23-12-11,15
22-12-11,25
21-12-11,17
20-12-11,30
19-12-11,26
18-12-11,14
17-12-11,13
16-12-11,14
15-12-11,23
14-12-11,17
13-12-11,21
12-12-11,24
11-12-11,25
10-12-11,22
09-12-11,16
08-12-11,25
07-12-11,15
06-12-11,23
05-12-11,17
04-12-11,10
03-12-11,17
02-12-11,28
01-12-11,28

