Datum Zeit,Niesky PM10
,µg/m³
31-12-11,11
30-12-11,3
29-12-11,8
28-12-11,11
27-12-11,6
26-12-11,4
25-12-11,7
24-12-11,8
23-12-11,7
22-12-11,14
21-12-11,7
20-12-11,13
19-12-11,8
18-12-11,6
17-12-11,4
16-12-11,4
15-12-11,4
14-12-11,4
13-12-11,9
12-12-11,15
11-12-11,12
10-12-11,7
09-12-11,5
08-12-11,6
07-12-11,5
06-12-11,4
05-12-11,2
04-12-11,3
03-12-11,11
02-12-11,14
01-12-11,14

