Datum Zeit,Zittau-Ost PM10
,µg/m³
31-12-11,21
30-12-11,6
29-12-11,13
28-12-11,13
27-12-11,16
26-12-11,10
25-12-11,10
24-12-11,9
23-12-11,13
22-12-11,25
21-12-11,14
20-12-11,18
19-12-11,13
18-12-11,7
17-12-11,5
16-12-11,5
15-12-11,9
14-12-11,8
13-12-11,14
12-12-11,24
11-12-11,20
10-12-11,11
09-12-11,9
08-12-11,9
07-12-11,7
06-12-11,8
05-12-11,6
04-12-11,5
03-12-11,16
02-12-11,20
01-12-11,18

