Datum Zeit,Freiberg PM10
,µg/m³
31-12-11,20
30-12-11,6
29-12-11,11
28-12-11,13
27-12-11,10
26-12-11,6
25-12-11,8
24-12-11,6
23-12-11,7
22-12-11,18
21-12-11,9
20-12-11,20
19-12-11,16
18-12-11,9
17-12-11,7
16-12-11,4
15-12-11,8
14-12-11,7
13-12-11,8
12-12-11,12
11-12-11,14
10-12-11,10
09-12-11,9
08-12-11,11
07-12-11,9
06-12-11,7
05-12-11,3
04-12-11,3
03-12-11,9
02-12-11,14
01-12-11,15

