Datum Zeit,Dresden-Nord PM2.5
,µg/m³
31-12-11,18.90
30-12-11,3.66
29-12-11,8.96
28-12-11,12.04
27-12-11,8.21
26-12-11,4.95
25-12-11,6.25
24-12-11,3.52
23-12-11,8.32
22-12-11,18.52
21-12-11,7.85
20-12-11,14.21
19-12-11,10.44
18-12-11,6.21
17-12-11,4.62
16-12-11,4.04
15-12-11,6.26
14-12-11,5.79
13-12-11,7.23
12-12-11,13.89
11-12-11,13.96
10-12-11,6.29
09-12-11,6.45
08-12-11,6.77
07-12-11,6.11
06-12-11,6.76
05-12-11,4.77
04-12-11,3.62
03-12-11,7.73
02-12-11,17.27
01-12-11,16.50

