Datum Zeit,Goerlitz PM10
,µg/m³
31-12-11,19
30-12-11,10
29-12-11,15
28-12-11,16
27-12-11,13
26-12-11,8
25-12-11,11
24-12-11,11
23-12-11,18
22-12-11,24
21-12-11,13
20-12-11,27
19-12-11,18
18-12-11,10
17-12-11,7
16-12-11,7
15-12-11,11
14-12-11,10
13-12-11,18
12-12-11,28
11-12-11,20
10-12-11,13
09-12-11,11
08-12-11,12
07-12-11,9
06-12-11,12
05-12-11,8
04-12-11,8
03-12-11,16
02-12-11,20
01-12-11,22

