Datum Zeit,Klingenthal PM10
,µg/m³
31-12-11,8
30-12-11,2
29-12-11,6
28-12-11,9
27-12-11,13
26-12-11,12
25-12-11,8
24-12-11,4
23-12-11,12
22-12-11,17
21-12-11,7
20-12-11,11
19-12-11,8
18-12-11,5
17-12-11,
16-12-11,
15-12-11,3
14-12-11,3
13-12-11,5
12-12-11,11
11-12-11,22
10-12-11,10
09-12-11,4
08-12-11,10
07-12-11,4
06-12-11,3
05-12-11,3
04-12-11,1
03-12-11,5
02-12-11,13
01-12-11,15

