Datum Zeit,Dresden-Nord SO2
,µg/m³
01-05-02 00:00,3.7
30-04-02 23:00,4.8
30-04-02 22:00,3.6
30-04-02 21:00,5.6
30-04-02 20:00,4.6
30-04-02 19:00,7.0
30-04-02 18:00,1.5
30-04-02 17:00,1.0
30-04-02 16:00,1.0
30-04-02 15:00,1.0
30-04-02 14:00,1.4
30-04-02 13:00,1.0
30-04-02 12:00,1.0
30-04-02 11:00,1.0
30-04-02 10:00,1.5
30-04-02 09:00,1.6
30-04-02 08:00,1.9
30-04-02 07:00,2.6
30-04-02 06:00,4.7
30-04-02 05:00,2.5
30-04-02 04:00,1.0
30-04-02 03:00,1.0
30-04-02 02:00,1.0
30-04-02 01:00,1.6
30-04-02 00:00,1.3
29-04-02 23:00,1.4
29-04-02 22:00,1.9
29-04-02 21:00,1.9
29-04-02 20:00,1.4
29-04-02 19:00,1.1
29-04-02 18:00,1.2
29-04-02 17:00,1.4
29-04-02 16:00,1.5
29-04-02 15:00,1.5
29-04-02 14:00,1.1
29-04-02 13:00,1.2
29-04-02 12:00,1.9
29-04-02 11:00,2.5
29-04-02 10:00,1.3
29-04-02 09:00,2.5
29-04-02 08:00,5.8
29-04-02 07:00,7.5
29-04-02 06:00,11.8
29-04-02 05:00,3.2
29-04-02 04:00,1.2
29-04-02 03:00,2.2
29-04-02 02:00,3.3
29-04-02 01:00,1.2
29-04-02 00:00,1.0
28-04-02 23:00,1.0
28-04-02 22:00,1.0
28-04-02 21:00,1.0
28-04-02 20:00,1.0
28-04-02 19:00,1.0
28-04-02 18:00,1.2
28-04-02 17:00,3.6
28-04-02 16:00,3.6
28-04-02 15:00,3.1
28-04-02 14:00,2.1
28-04-02 13:00,4.1
28-04-02 12:00,1.2
28-04-02 11:00,2.2
28-04-02 10:00,3.3
28-04-02 09:00,5.4
28-04-02 08:00,6.6
28-04-02 07:00,3.5
28-04-02 06:00,1.1
28-04-02 05:00,1.0
28-04-02 04:00,1.0
28-04-02 03:00,1.0
28-04-02 02:00,1.0
28-04-02 01:00,1.0
28-04-02 00:00,1.0
27-04-02 23:00,1.0
27-04-02 22:00,1.6
27-04-02 21:00,2.2
27-04-02 20:00,1.0
27-04-02 19:00,1.0
27-04-02 18:00,1.0
27-04-02 17:00,1.0
27-04-02 16:00,1.0
27-04-02 15:00,1.0
27-04-02 14:00,1.0
27-04-02 13:00,1.0
27-04-02 12:00,1.0
27-04-02 11:00,1.0
27-04-02 10:00,1.0
27-04-02 09:00,1.0
27-04-02 08:00,1.0
27-04-02 07:00,1.0
27-04-02 06:00,1.0
27-04-02 05:00,1.0
27-04-02 04:00,1.0
27-04-02 03:00,1.0
27-04-02 02:00,1.0
27-04-02 01:00,1.0
27-04-02 00:00,1.0
26-04-02 23:00,1.0
26-04-02 22:00,1.0
26-04-02 21:00,1.0
26-04-02 20:00,1.0
26-04-02 19:00,1.8
26-04-02 18:00,1.0
26-04-02 17:00,1.2
26-04-02 16:00,1.0
26-04-02 15:00,1.9
26-04-02 14:00,2.0
26-04-02 13:00,2.2
26-04-02 12:00,2.9
26-04-02 11:00,3.3
26-04-02 10:00,3.4
26-04-02 09:00,3.9
26-04-02 08:00,2.5
26-04-02 07:00,1.6
26-04-02 06:00,1.0
26-04-02 05:00,1.0
26-04-02 04:00,1.0
26-04-02 03:00,1.0
26-04-02 02:00,1.0
26-04-02 01:00,1.0
26-04-02 00:00,2.0
25-04-02 23:00,2.7
25-04-02 22:00,2.7
25-04-02 21:00,2.1
25-04-02 20:00,3.0
25-04-02 19:00,1.8
25-04-02 18:00,1.4
25-04-02 17:00,1.5
25-04-02 16:00,1.9
25-04-02 15:00,2.0
25-04-02 14:00,3.2
25-04-02 13:00,3.2
25-04-02 12:00,2.8
25-04-02 11:00,3.2
25-04-02 10:00,3.3
25-04-02 09:00,2.9
25-04-02 08:00,4.2
25-04-02 07:00,6.6
25-04-02 06:00,2.0
25-04-02 05:00,2.0
25-04-02 04:00,1.1
25-04-02 03:00,1.2
25-04-02 02:00,1.5
25-04-02 01:00,1.1
25-04-02 00:00,1.0
24-04-02 23:00,1.3
24-04-02 22:00,1.2
24-04-02 21:00,1.5
24-04-02 20:00,1.1
24-04-02 19:00,1.2
24-04-02 18:00,1.2
24-04-02 17:00,1.6
24-04-02 16:00,1.3
24-04-02 15:00,1.3
24-04-02 14:00,1.5
24-04-02 13:00,1.5
24-04-02 12:00,1.4
24-04-02 11:00,1.9
24-04-02 10:00,2.1
24-04-02 09:00,2.7
24-04-02 08:00,2.5
24-04-02 07:00,2.5
24-04-02 06:00,1.9
24-04-02 05:00,1.8
24-04-02 04:00,1.1
24-04-02 03:00,1.4
24-04-02 02:00,1.6
24-04-02 01:00,1.4
24-04-02 00:00,1.6
23-04-02 23:00,1.8
23-04-02 22:00,2.4
23-04-02 21:00,3.0
23-04-02 20:00,2.4
23-04-02 19:00,3.3
23-04-02 18:00,3.7
23-04-02 17:00,3.1
23-04-02 16:00,4.6
23-04-02 15:00,10.5
23-04-02 14:00,8.4
23-04-02 13:00,7.8
23-04-02 12:00,13.1
23-04-02 11:00,9.5
23-04-02 10:00,3.6
23-04-02 09:00,2.2
23-04-02 08:00,1.9
23-04-02 07:00,1.6
23-04-02 06:00,1.3
23-04-02 05:00,1.0
23-04-02 04:00,1.0
23-04-02 03:00,1.2
23-04-02 02:00,1.5
23-04-02 01:00,1.9
23-04-02 00:00,1.7
22-04-02 23:00,2.4
22-04-02 22:00,3.3
22-04-02 21:00,3.7
22-04-02 20:00,4.4
22-04-02 19:00,4.4
22-04-02 18:00,4.9
22-04-02 17:00,4.9
22-04-02 16:00,5.3
22-04-02 15:00,5.3
22-04-02 14:00,5.0
22-04-02 13:00,4.2
22-04-02 12:00,4.6
22-04-02 11:00,5.4
22-04-02 10:00,5.6
22-04-02 09:00,4.8
22-04-02 08:00,4.7
22-04-02 07:00,6.3
22-04-02 06:00,4.4
22-04-02 05:00,3.6
22-04-02 04:00,3.6
22-04-02 03:00,2.7
22-04-02 02:00,4.0
22-04-02 01:00,3.3
22-04-02 00:00,3.2
21-04-02 23:00,2.9
21-04-02 22:00,3.6
21-04-02 21:00,2.8
21-04-02 20:00,1.9
21-04-02 19:00,2.6
21-04-02 18:00,2.1
21-04-02 17:00,2.0
21-04-02 16:00,1.8
21-04-02 15:00,1.8
21-04-02 14:00,1.9
21-04-02 13:00,2.3
21-04-02 12:00,2.4
21-04-02 11:00,2.1
21-04-02 10:00,2.4
21-04-02 09:00,3.4
21-04-02 08:00,2.7
21-04-02 07:00,2.0
21-04-02 06:00,3.0
21-04-02 05:00,2.9
21-04-02 04:00,2.1
21-04-02 03:00,1.7
21-04-02 02:00,2.4
21-04-02 01:00,2.5
21-04-02 00:00,2.4
20-04-02 23:00,3.0
20-04-02 22:00,2.9
20-04-02 21:00,3.3
20-04-02 20:00,4.1
20-04-02 19:00,2.9
20-04-02 18:00,4.4
20-04-02 17:00,3.7
20-04-02 16:00,3.2
20-04-02 15:00,1.6
20-04-02 14:00,1.5
20-04-02 13:00,1.5
20-04-02 12:00,1.2
20-04-02 11:00,1.7
20-04-02 10:00,2.2
20-04-02 09:00,2.1
20-04-02 08:00,2.2
20-04-02 07:00,2.2
20-04-02 06:00,2.2
20-04-02 05:00,1.6
20-04-02 04:00,1.3
20-04-02 03:00,1.6
20-04-02 02:00,1.8
20-04-02 01:00,2.2
20-04-02 00:00,2.3
19-04-02 23:00,2.8
19-04-02 22:00,3.9
19-04-02 21:00,4.0
19-04-02 20:00,4.0
19-04-02 19:00,4.3
19-04-02 18:00,2.9
19-04-02 17:00,2.0
19-04-02 16:00,2.2
19-04-02 15:00,2.4
19-04-02 14:00,3.9
19-04-02 13:00,5.9
19-04-02 12:00,9.8
19-04-02 11:00,10.4
19-04-02 10:00,16.4
19-04-02 09:00,17.3
19-04-02 08:00,14.0
19-04-02 07:00,10.2
19-04-02 06:00,3.5
19-04-02 05:00,1.3
19-04-02 04:00,1.0
19-04-02 03:00,1.3
19-04-02 02:00,1.5
19-04-02 01:00,1.7
19-04-02 00:00,2.6
18-04-02 23:00,3.3
18-04-02 22:00,4.1
18-04-02 21:00,4.0
18-04-02 20:00,3.8
18-04-02 19:00,3.7
18-04-02 18:00,3.2
18-04-02 17:00,3.2
18-04-02 16:00,2.5
18-04-02 15:00,2.5
18-04-02 14:00,2.3
18-04-02 13:00,2.8
18-04-02 12:00,3.1
18-04-02 11:00,3.7
18-04-02 10:00,4.1
18-04-02 09:00,3.2
18-04-02 08:00,3.3
18-04-02 07:00,2.4
18-04-02 06:00,2.5
18-04-02 05:00,2.7
18-04-02 04:00,2.2
18-04-02 03:00,2.1
18-04-02 02:00,2.8
18-04-02 01:00,2.9
18-04-02 00:00,2.1
17-04-02 23:00,2.3
17-04-02 22:00,2.2
17-04-02 21:00,4.4
17-04-02 20:00,5.5
17-04-02 19:00,2.9
17-04-02 18:00,2.3
17-04-02 17:00,2.2
17-04-02 16:00,5.8
17-04-02 15:00,9.1
17-04-02 14:00,11.3
17-04-02 13:00,15.0
17-04-02 12:00,20.9
17-04-02 11:00,15.3
17-04-02 10:00,9.8
17-04-02 09:00,1.3
17-04-02 08:00,1.0
17-04-02 07:00,1.0
17-04-02 06:00,1.0
17-04-02 05:00,1.0
17-04-02 04:00,1.0
17-04-02 03:00,1.0
17-04-02 02:00,1.0
17-04-02 01:00,1.1
17-04-02 00:00,2.1
16-04-02 23:00,3.3
16-04-02 22:00,3.4
16-04-02 21:00,3.9
16-04-02 20:00,3.0
16-04-02 19:00,2.0
16-04-02 18:00,1.7
16-04-02 17:00,1.5
16-04-02 16:00,1.5
16-04-02 15:00,2.0
16-04-02 14:00,2.3
16-04-02 13:00,2.4
16-04-02 12:00,2.9
16-04-02 11:00,2.9
16-04-02 10:00,3.2
16-04-02 09:00,2.8
16-04-02 08:00,3.2
16-04-02 07:00,2.5
16-04-02 06:00,2.3
16-04-02 05:00,1.4
16-04-02 04:00,1.5
16-04-02 03:00,1.5
16-04-02 02:00,1.3
16-04-02 01:00,1.1
16-04-02 00:00,1.0
15-04-02 23:00,1.0
15-04-02 22:00,1.0
15-04-02 21:00,1.0
15-04-02 20:00,1.2
15-04-02 19:00,1.3
15-04-02 18:00,1.6
15-04-02 17:00,1.8
15-04-02 16:00,2.9
15-04-02 15:00,3.6
15-04-02 14:00,2.8
15-04-02 13:00,3.6
15-04-02 12:00,2.7
15-04-02 11:00,3.9
15-04-02 10:00,3.8
15-04-02 09:00,4.6
15-04-02 08:00,3.5
15-04-02 07:00,5.7
15-04-02 06:00,4.0
15-04-02 05:00,1.1
15-04-02 04:00,1.0
15-04-02 03:00,1.0
15-04-02 02:00,1.0
15-04-02 01:00,1.0
15-04-02 00:00,1.0
14-04-02 23:00,1.0
14-04-02 22:00,1.0
14-04-02 21:00,1.0
14-04-02 20:00,1.0
14-04-02 19:00,1.0
14-04-02 18:00,1.0
14-04-02 17:00,1.0
14-04-02 16:00,1.0
14-04-02 15:00,1.0
14-04-02 14:00,1.0
14-04-02 13:00,1.0
14-04-02 12:00,1.0
14-04-02 11:00,1.0
14-04-02 10:00,1.0
14-04-02 09:00,1.0
14-04-02 08:00,1.0
14-04-02 07:00,1.0
14-04-02 06:00,1.0
14-04-02 05:00,1.6
14-04-02 04:00,1.3
14-04-02 03:00,1.0
14-04-02 02:00,1.0
14-04-02 01:00,1.5
14-04-02 00:00,2.7
13-04-02 23:00,2.8
13-04-02 22:00,2.8
13-04-02 21:00,2.8
13-04-02 20:00,3.6
13-04-02 19:00,4.1
13-04-02 18:00,4.8
13-04-02 17:00,3.5
13-04-02 16:00,3.1
13-04-02 15:00,3.1
13-04-02 14:00,3.4
13-04-02 13:00,3.0
13-04-02 12:00,3.2
13-04-02 11:00,3.8
13-04-02 10:00,3.7
13-04-02 09:00,2.6
13-04-02 08:00,2.1
13-04-02 07:00,2.1
13-04-02 06:00,2.3
13-04-02 05:00,2.5
13-04-02 04:00,2.7
13-04-02 03:00,3.2
13-04-02 02:00,3.2
13-04-02 01:00,3.9
13-04-02 00:00,3.5
12-04-02 23:00,4.0
12-04-02 22:00,4.2
12-04-02 21:00,3.6
12-04-02 20:00,4.9
12-04-02 19:00,6.7
12-04-02 18:00,7.7
12-04-02 17:00,8.0
12-04-02 16:00,8.0
12-04-02 15:00,7.8
12-04-02 14:00,6.5
12-04-02 13:00,6.6
12-04-02 12:00,8.2
12-04-02 11:00,9.9
12-04-02 10:00,10.3
12-04-02 09:00,9.4
12-04-02 08:00,7.9
12-04-02 07:00,7.6
12-04-02 06:00,5.5
12-04-02 05:00,3.8
12-04-02 04:00,3.0
12-04-02 03:00,2.6
12-04-02 02:00,2.8
12-04-02 01:00,3.6
12-04-02 00:00,3.9
11-04-02 23:00,3.8
11-04-02 22:00,3.6
11-04-02 21:00,4.0
11-04-02 20:00,3.9
11-04-02 19:00,3.7
11-04-02 18:00,4.3
11-04-02 17:00,4.8
11-04-02 16:00,5.5
11-04-02 15:00,6.7
11-04-02 14:00,8.3
11-04-02 13:00,9.3
11-04-02 12:00,9.6
11-04-02 11:00,10.5
11-04-02 10:00,9.3
11-04-02 09:00,7.8
11-04-02 08:00,8.0
11-04-02 07:00,7.3
11-04-02 06:00,7.2
11-04-02 05:00,6.6
11-04-02 04:00,6.2
11-04-02 03:00,5.4
11-04-02 02:00,5.6
11-04-02 01:00,4.2
11-04-02 00:00,3.9
10-04-02 23:00,4.8
10-04-02 22:00,5.8
10-04-02 21:00,5.6
10-04-02 20:00,5.1
10-04-02 19:00,5.1
10-04-02 18:00,6.8
10-04-02 17:00,5.7
10-04-02 16:00,4.7
10-04-02 15:00,3.8
10-04-02 14:00,3.5
10-04-02 13:00,4.8
10-04-02 12:00,4.5
10-04-02 11:00,5.5
10-04-02 10:00,9.5
10-04-02 09:00,8.4
10-04-02 08:00,4.9
10-04-02 07:00,3.4
10-04-02 06:00,3.9
10-04-02 05:00,5.9
10-04-02 04:00,6.3
10-04-02 03:00,3.7
10-04-02 02:00,4.3
10-04-02 01:00,4.8
10-04-02 00:00,6.8
09-04-02 23:00,8.5
09-04-02 22:00,10.4
09-04-02 21:00,10.3
09-04-02 20:00,8.9
09-04-02 19:00,7.4
09-04-02 18:00,6.0
09-04-02 17:00,6.0
09-04-02 16:00,5.3
09-04-02 15:00,5.7
09-04-02 14:00,5.2
09-04-02 13:00,6.0
09-04-02 12:00,10.0
09-04-02 11:00,8.4
09-04-02 10:00,11.1
09-04-02 09:00,11.1
09-04-02 08:00,7.8
09-04-02 07:00,5.3
09-04-02 06:00,5.0
09-04-02 05:00,4.3
09-04-02 04:00,4.0
09-04-02 03:00,4.5
09-04-02 02:00,5.3
09-04-02 01:00,5.9
09-04-02 00:00,6.6
08-04-02 23:00,6.4
08-04-02 22:00,5.5
08-04-02 21:00,5.3
08-04-02 20:00,5.3
08-04-02 19:00,6.4
08-04-02 18:00,6.4
08-04-02 17:00,5.9
08-04-02 16:00,7.2
08-04-02 15:00,7.4
08-04-02 14:00,8.8
08-04-02 13:00,8.7
08-04-02 12:00,6.3
08-04-02 11:00,6.9
08-04-02 10:00,7.4
08-04-02 09:00,7.3
08-04-02 08:00,6.7
08-04-02 07:00,5.7
08-04-02 06:00,4.5
08-04-02 05:00,4.9
08-04-02 04:00,4.5
08-04-02 03:00,5.4
08-04-02 02:00,6.6
08-04-02 01:00,6.1
08-04-02 00:00,5.4
07-04-02 23:00,5.9
07-04-02 22:00,6.2
07-04-02 21:00,5.9
07-04-02 20:00,5.8
07-04-02 19:00,5.0
07-04-02 18:00,4.2
07-04-02 17:00,3.8
07-04-02 16:00,4.1
07-04-02 15:00,4.5
07-04-02 14:00,5.2
07-04-02 13:00,4.4
07-04-02 12:00,4.9
07-04-02 11:00,6.5
07-04-02 10:00,4.8
07-04-02 09:00,6.1
07-04-02 08:00,7.2
07-04-02 07:00,6.8
07-04-02 06:00,4.3
07-04-02 05:00,3.5
07-04-02 04:00,3.9
07-04-02 03:00,4.8
07-04-02 02:00,3.2
07-04-02 01:00,3.1
07-04-02 00:00,3.1
06-04-02 23:00,2.8
06-04-02 22:00,3.0
06-04-02 21:00,3.1
06-04-02 20:00,4.0
06-04-02 19:00,3.2
06-04-02 18:00,4.3
06-04-02 17:00,3.4
06-04-02 16:00,3.8
06-04-02 15:00,3.8
06-04-02 14:00,4.2
06-04-02 13:00,4.6
06-04-02 12:00,6.3
06-04-02 11:00,7.3
06-04-02 10:00,8.6
06-04-02 09:00,8.1
06-04-02 08:00,8.2
06-04-02 07:00,7.8
06-04-02 06:00,4.8
06-04-02 05:00,7.0
06-04-02 04:00,8.2
06-04-02 03:00,8.6
06-04-02 02:00,7.2
06-04-02 01:00,4.6
06-04-02 00:00,5.4
05-04-02 23:00,4.4
05-04-02 22:00,9.5
05-04-02 21:00,6.2
05-04-02 20:00,5.4
05-04-02 19:00,5.3
05-04-02 18:00,3.1
05-04-02 17:00,4.1
05-04-02 16:00,6.8
05-04-02 15:00,7.2
05-04-02 14:00,6.0
05-04-02 13:00,5.3
05-04-02 12:00,6.5
05-04-02 11:00,4.9
05-04-02 10:00,8.0
05-04-02 09:00,11.0
05-04-02 08:00,10.5
05-04-02 07:00,9.2
05-04-02 06:00,9.6
05-04-02 05:00,9.2
05-04-02 04:00,7.4
05-04-02 03:00,7.4
05-04-02 02:00,6.9
05-04-02 01:00,5.7
05-04-02 00:00,5.1
04-04-02 23:00,5.6
04-04-02 22:00,5.2
04-04-02 21:00,4.8
04-04-02 20:00,4.3
04-04-02 19:00,4.0
04-04-02 18:00,3.9
04-04-02 17:00,3.9
04-04-02 16:00,5.0
04-04-02 15:00,6.4
04-04-02 14:00,8.7
04-04-02 13:00,10.6
04-04-02 12:00,11.2
04-04-02 11:00,8.3
04-04-02 10:00,6.0
04-04-02 09:00,5.9
04-04-02 08:00,5.2
04-04-02 07:00,4.7
04-04-02 06:00,5.8
04-04-02 05:00,3.3
04-04-02 04:00,4.0
04-04-02 03:00,6.1
04-04-02 02:00,8.3
04-04-02 01:00,9.6
04-04-02 00:00,12.3
03-04-02 23:00,14.9
03-04-02 22:00,16.9
03-04-02 21:00,9.5
03-04-02 20:00,3.7
03-04-02 19:00,3.0
03-04-02 18:00,2.3
03-04-02 17:00,2.2
03-04-02 16:00,3.1
03-04-02 15:00,4.7
03-04-02 14:00,6.6
03-04-02 13:00,7.6
03-04-02 12:00,13.2
03-04-02 11:00,7.6
03-04-02 10:00,10.2
03-04-02 09:00,10.6
03-04-02 08:00,7.4
03-04-02 07:00,6.2
03-04-02 06:00,5.7
03-04-02 05:00,5.8
03-04-02 04:00,5.5
03-04-02 03:00,6.4
03-04-02 02:00,11.7
03-04-02 01:00,17.3
03-04-02 00:00,11.4
02-04-02 23:00,5.0
02-04-02 22:00,6.8
02-04-02 21:00,7.2
02-04-02 20:00,4.9
02-04-02 19:00,3.8
02-04-02 18:00,4.9
02-04-02 17:00,5.9
02-04-02 16:00,14.7
