Datum Zeit,Schwartenberg PM10
,µg/m³
30-04-02,12
29-04-02,6
28-04-02,8
27-04-02,5
26-04-02,26
25-04-02,7
24-04-02,12
23-04-02,30
22-04-02,24
21-04-02,17
20-04-02,23
19-04-02,23
18-04-02,12
17-04-02,19
16-04-02,18
15-04-02,8
14-04-02,2
13-04-02,13
12-04-02,35
11-04-02,31
10-04-02,30
09-04-02,38
08-04-02,39
07-04-02,17
06-04-02,17
05-04-02,26
04-04-02,27
03-04-02,33
02-04-02,30
01-04-02,27

