Datum Zeit,Schwartenberg PM2.5
,µg/m³
30-04-02,
29-04-02,2.08
28-04-02,
27-04-02,3.25
26-04-02,
25-04-02,5.54
24-04-02,
23-04-02,23.50
22-04-02,
21-04-02,9.99
20-04-02,
19-04-02,17.71
18-04-02,
17-04-02,15.42
16-04-02,
15-04-02,0.85
14-04-02,
13-04-02,7.97
12-04-02,
11-04-02,24.42
10-04-02,
09-04-02,27.40
08-04-02,
07-04-02,5.94
06-04-02,
05-04-02,17.88
04-04-02,
03-04-02,23.68
02-04-02,
01-04-02,20.36

