Datum Zeit,Schwartenberg O3
,µg/m³
01-05-02 00:00,93
30-04-02 23:00,98
30-04-02 22:00,97
30-04-02 21:00,98
30-04-02 20:00,102
30-04-02 19:00,106
30-04-02 18:00,107
30-04-02 17:00,100
30-04-02 16:00,104
30-04-02 15:00,104
30-04-02 14:00,100
30-04-02 13:00,100
30-04-02 12:00,92
30-04-02 11:00,90
30-04-02 10:00,88
30-04-02 09:00,85
30-04-02 08:00,82
30-04-02 07:00,79
30-04-02 06:00,81
30-04-02 05:00,82
30-04-02 04:00,84
30-04-02 03:00,86
30-04-02 02:00,88
30-04-02 01:00,89
30-04-02 00:00,92
29-04-02 23:00,92
29-04-02 22:00,96
29-04-02 21:00,100
29-04-02 20:00,103
29-04-02 19:00,108
29-04-02 18:00,113
29-04-02 17:00,119
29-04-02 16:00,118
29-04-02 15:00,110
29-04-02 14:00,91
29-04-02 13:00,94
29-04-02 12:00,91
29-04-02 11:00,88
29-04-02 10:00,87
29-04-02 09:00,84
29-04-02 08:00,84
29-04-02 07:00,76
29-04-02 06:00,78
29-04-02 05:00,72
29-04-02 04:00,86
29-04-02 03:00,90
29-04-02 02:00,90
29-04-02 01:00,91
29-04-02 00:00,97
28-04-02 23:00,103
28-04-02 22:00,105
28-04-02 21:00,103
28-04-02 20:00,103
28-04-02 19:00,103
28-04-02 18:00,104
28-04-02 17:00,99
28-04-02 16:00,93
28-04-02 15:00,92
28-04-02 14:00,90
28-04-02 13:00,82
28-04-02 12:00,77
28-04-02 11:00,74
28-04-02 10:00,76
28-04-02 09:00,74
28-04-02 08:00,75
28-04-02 07:00,77
28-04-02 06:00,80
28-04-02 05:00,80
28-04-02 04:00,79
28-04-02 03:00,79
28-04-02 02:00,81
28-04-02 01:00,84
28-04-02 00:00,84
27-04-02 23:00,85
27-04-02 22:00,88
27-04-02 21:00,94
27-04-02 20:00,84
27-04-02 19:00,94
27-04-02 18:00,90
27-04-02 17:00,91
27-04-02 16:00,91
27-04-02 15:00,89
27-04-02 14:00,88
27-04-02 13:00,86
27-04-02 12:00,88
27-04-02 11:00,86
27-04-02 10:00,85
27-04-02 09:00,89
27-04-02 08:00,93
27-04-02 07:00,90
27-04-02 06:00,82
27-04-02 05:00,76
27-04-02 04:00,82
27-04-02 03:00,86
27-04-02 02:00,87
27-04-02 01:00,91
27-04-02 00:00,92
26-04-02 23:00,94
26-04-02 22:00,97
26-04-02 21:00,96
26-04-02 20:00,103
26-04-02 19:00,108
26-04-02 18:00,105
26-04-02 17:00,117
26-04-02 16:00,122
26-04-02 15:00,127
26-04-02 14:00,128
26-04-02 13:00,119
26-04-02 12:00,96
26-04-02 11:00,120
26-04-02 10:00,111
26-04-02 09:00,93
26-04-02 08:00,86
26-04-02 07:00,87
26-04-02 06:00,91
26-04-02 05:00,98
26-04-02 04:00,101
26-04-02 03:00,97
26-04-02 02:00,91
26-04-02 01:00,83
26-04-02 00:00,80
25-04-02 23:00,72
25-04-02 22:00,70
25-04-02 21:00,71
25-04-02 20:00,73
25-04-02 19:00,74
25-04-02 18:00,77
25-04-02 17:00,83
25-04-02 16:00,87
25-04-02 15:00,89
25-04-02 14:00,79
25-04-02 13:00,67
25-04-02 12:00,76
25-04-02 11:00,61
25-04-02 10:00,56
25-04-02 09:00,59
25-04-02 08:00,66
25-04-02 07:00,71
25-04-02 06:00,77
25-04-02 05:00,76
25-04-02 04:00,72
25-04-02 03:00,62
25-04-02 02:00,67
25-04-02 01:00,54
25-04-02 00:00,55
24-04-02 23:00,55
24-04-02 22:00,63
24-04-02 21:00,63
24-04-02 20:00,64
24-04-02 19:00,69
24-04-02 18:00,75
24-04-02 17:00,79
24-04-02 16:00,79
24-04-02 15:00,93
24-04-02 14:00,88
24-04-02 13:00,86
24-04-02 12:00,84
24-04-02 11:00,82
24-04-02 10:00,80
24-04-02 09:00,82
24-04-02 08:00,73
24-04-02 07:00,71
24-04-02 06:00,69
24-04-02 05:00,67
24-04-02 04:00,72
24-04-02 03:00,74
24-04-02 02:00,71
24-04-02 01:00,73
24-04-02 00:00,71
23-04-02 23:00,73
23-04-02 22:00,78
23-04-02 21:00,72
23-04-02 20:00,61
23-04-02 19:00,66
23-04-02 18:00,80
23-04-02 17:00,91
23-04-02 16:00,113
23-04-02 15:00,136
23-04-02 14:00,139
23-04-02 13:00,133
23-04-02 12:00,132
23-04-02 11:00,131
23-04-02 10:00,126
23-04-02 09:00,115
23-04-02 08:00,118
23-04-02 07:00,121
23-04-02 06:00,123
23-04-02 05:00,125
23-04-02 04:00,130
23-04-02 03:00,136
23-04-02 02:00,133
23-04-02 01:00,123
23-04-02 00:00,121
22-04-02 23:00,121
22-04-02 22:00,119
22-04-02 21:00,111
22-04-02 20:00,102
22-04-02 19:00,102
22-04-02 18:00,108
22-04-02 17:00,108
22-04-02 16:00,106
22-04-02 15:00,105
22-04-02 14:00,104
22-04-02 13:00,103
22-04-02 12:00,101
22-04-02 11:00,103
22-04-02 10:00,97
22-04-02 09:00,82
22-04-02 08:00,81
22-04-02 07:00,78
22-04-02 06:00,79
22-04-02 05:00,86
22-04-02 04:00,94
22-04-02 03:00,93
22-04-02 02:00,88
22-04-02 01:00,92
22-04-02 00:00,100
21-04-02 23:00,101
21-04-02 22:00,108
21-04-02 21:00,100
21-04-02 20:00,108
21-04-02 19:00,109
21-04-02 18:00,109
21-04-02 17:00,112
21-04-02 16:00,120
21-04-02 15:00,126
21-04-02 14:00,123
21-04-02 13:00,127
21-04-02 12:00,131
21-04-02 11:00,126
21-04-02 10:00,120
21-04-02 09:00,109
21-04-02 08:00,95
21-04-02 07:00,88
21-04-02 06:00,75
21-04-02 05:00,64
21-04-02 04:00,59
21-04-02 03:00,72
21-04-02 02:00,72
21-04-02 01:00,81
21-04-02 00:00,70
20-04-02 23:00,75
20-04-02 22:00,84
20-04-02 21:00,87
20-04-02 20:00,92
20-04-02 19:00,91
20-04-02 18:00,98
20-04-02 17:00,94
20-04-02 16:00,94
20-04-02 15:00,98
20-04-02 14:00,98
20-04-02 13:00,94
20-04-02 12:00,89
20-04-02 11:00,83
20-04-02 10:00,83
20-04-02 09:00,83
20-04-02 08:00,83
20-04-02 07:00,77
20-04-02 06:00,73
20-04-02 05:00,65
20-04-02 04:00,64
