Datum,Zeit,BEN,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2009-08-01,01:00,,1,4,81,,,,2.9
2009-08-01,02:00,,1,5,84,,,,8.6
2009-08-01,03:00,,1,5,85,,,,10.0
2009-08-01,04:00,,1,5,86,,,,9.6
2009-08-01,05:00,,1,5,87,,,,3.5
2009-08-01,06:00,,1,6,84,,,,3.0
2009-08-01,07:00,,1,7,83,,,,5.5
2009-08-01,08:00,,1,6,86,,,,4.0
2009-08-01,09:00,,1,6,92,,,,2.6
2009-08-01,10:00,,1,7,99,,,,3.5
2009-08-01,11:00,,1,8,103,,,,5.1
2009-08-01,12:00,,1,6,115,,,,4.4
2009-08-01,13:00,,1,6,121,,,,4.5
2009-08-01,14:00,,1,5,126,,,,3.7
2009-08-01,15:00,,1,5,129,,,,3.0
2009-08-01,16:00,,1,5,134,,,,2.9
2009-08-01,17:00,,1,5,136,,,,2.5
2009-08-01,18:00,,1,6,127,,,,2.8
2009-08-01,19:00,,1,7,121,,,,2.9
2009-08-01,20:00,,1,6,116,,,,3.4
2009-08-01,21:00,,1,4,123,,,,2.5
2009-08-01,22:00,,1,4,126,,,,1.4
2009-08-01,23:00,,1,5,128,,,,3.7
2009-08-02,00:00,,1,6,125,,,,5.5
2009-08-02,01:00,,1,7,117,,,,6.7
2009-08-02,02:00,,1,8,112,,,,5.6
2009-08-02,03:00,,1,8,108,,,,7.5
2009-08-02,04:00,,1,9,108,,,,7.5
2009-08-02,05:00,,1,4,114,,,,3.2
2009-08-02,06:00,,1,7,115,,,,4.5
2009-08-02,07:00,,1,7,111,,,,2.7
2009-08-02,08:00,,1,12,99,,,,11.9
2009-08-02,09:00,,1,12,109,,,,11.3
2009-08-02,10:00,,1,10,117,,,,11.1
2009-08-02,11:00,,1,10,127,,,,11.0
2009-08-02,12:00,,1,5,130,,,,4.8
2009-08-02,13:00,,1,3,124,,,,1.0
2009-08-02,14:00,,1,3,128,,,,1.0
2009-08-02,15:00,,1,4,136,,,,1.0
2009-08-02,16:00,,1,5,140,,,,1.0
2009-08-02,17:00,,1,11,132,,,,1.0
2009-08-02,18:00,,1,6,123,,,,1.2
2009-08-02,19:00,,1,5,115,,,,1.0
2009-08-02,20:00,,1,8,111,,,,1.0
2009-08-02,21:00,,1,4,119,,,,1.0
2009-08-02,22:00,,1,3,109,,,,1.0
2009-08-02,23:00,,1,4,106,,,,1.0
2009-08-03,00:00,,1,3,97,,,,1.0
2009-08-03,01:00,,1,3,89,,,,1.0
2009-08-03,02:00,,1,3,81,,,,1.0
2009-08-03,03:00,,1,4,69,,,,1.0
2009-08-03,04:00,,1,4,62,,,,1.0
2009-08-03,05:00,,1,5,55,,,,1.0
2009-08-03,06:00,,1,4,66,,,,1.0
2009-08-03,07:00,,1,4,89,,,,1.0
2009-08-03,08:00,,1,5,85,,,,1.0
2009-08-03,09:00,,1,5,72,,,,1.0
2009-08-03,10:00,,1,6,54,,,,1.0
2009-08-03,11:00,,1,6,52,,,,1.0
2009-08-03,12:00,,1,6,45,,,,1.0
2009-08-03,13:00,,1,6,46,,,,1.0
2009-08-03,14:00,,1,5,57,,,,1.0
2009-08-03,15:00,,1,5,61,,,,1.0
2009-08-03,16:00,,1,5,60,,,,1.0
2009-08-03,17:00,,1,5,61,,,,1.0
2009-08-03,18:00,,1,6,57,,,,1.0
2009-08-03,19:00,,1,6,54,,,,1.0
