Datum Zeit,Glauchau PM10
,µg/m³
30-09-14,20
29-09-14,18
28-09-14,16
27-09-14,16
26-09-14,14
25-09-14,16
24-09-14,15
23-09-14,14
22-09-14,12
21-09-14,12
20-09-14,12
19-09-14,19
18-09-14,22
17-09-14,22
16-09-14,27
15-09-14,28
14-09-14,11
13-09-14,11
12-09-14,15
11-09-14,15
10-09-14,19
09-09-14,28
08-09-14,31
07-09-14,16
06-09-14,24
05-09-14,26
04-09-14,24
03-09-14,17
02-09-14,13
01-09-14,11

