Datum Zeit,Leipzig-Mitte PM2.5
,µg/m³
30-09-14,17.40
29-09-14,12.57
28-09-14,17.43
27-09-14,16.67
26-09-14,14.55
25-09-14,13.35
24-09-14,12.53
23-09-14,9.10
22-09-14,11.17
21-09-14,15.48
20-09-14,16.81
19-09-14,18.74
18-09-14,18.11
17-09-14,16.64
16-09-14,26.57
15-09-14,27.02
14-09-14,9.45
13-09-14,12.40
12-09-14,17.51
11-09-14,9.54
10-09-14,10.56
09-09-14,18.04
08-09-14,32.20
07-09-14,21.67
06-09-14,24.36
05-09-14,22.24
04-09-14,17.00
03-09-14,9.54
02-09-14,10.85
01-09-14,11.72

