Datum Zeit,Klingenthal PM10
,µg/m³
30-09-14,18
29-09-14,19
28-09-14,14
27-09-14,15
26-09-14,12
25-09-14,16
24-09-14,11
23-09-14,10
22-09-14,10
21-09-14,10
20-09-14,10
19-09-14,18
18-09-14,20
17-09-14,16
16-09-14,23
15-09-14,14
14-09-14,7
13-09-14,7
12-09-14,5
11-09-14,16
10-09-14,17
09-09-14,24
08-09-14,19
07-09-14,17
06-09-14,23
05-09-14,27
04-09-14,24
03-09-14,13
02-09-14,9
01-09-14,8

