Datum Zeit,Bautzen PM10
,µg/m³
30-09-14,18
29-09-14,15
28-09-14,13
27-09-14,15
26-09-14,12
25-09-14,15
24-09-14,14
23-09-14,10
22-09-14,12
21-09-14,12
20-09-14,13
19-09-14,21
18-09-14,20
17-09-14,27
16-09-14,38
15-09-14,35
14-09-14,30
13-09-14,24
12-09-14,26
11-09-14,17
10-09-14,14
09-09-14,20
08-09-14,28
07-09-14,20
06-09-14,27
05-09-14,29
04-09-14,24
03-09-14,19
02-09-14,9
01-09-14,12

