Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
30-09-14,22
29-09-14,21
28-09-14,16
27-09-14,16
26-09-14,14
25-09-14,13
24-09-14,14
23-09-14,12
22-09-14,13
21-09-14,13
20-09-14,18
19-09-14,25
18-09-14,21
17-09-14,25
16-09-14,32
15-09-14,34
14-09-14,30
13-09-14,29
12-09-14,25
11-09-14,18
10-09-14,17
09-09-14,21
08-09-14,32
07-09-14,24
06-09-14,28
05-09-14,31
04-09-14,24
03-09-14,17
02-09-14,14
01-09-14,13

