Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
30-09-14,15.77
29-09-14,17.05
28-09-14,12.16
27-09-14,10.88
26-09-14,9.23
25-09-14,9.42
24-09-14,10.15
23-09-14,7.04
22-09-14,8.81
21-09-14,9.41
20-09-14,13.62
19-09-14,19.55
18-09-14,14.12
17-09-14,15.28
16-09-14,21.53
15-09-14,23.67
14-09-14,23.17
13-09-14,22.18
12-09-14,17.87
11-09-14,13.30
10-09-14,11.93
09-09-14,15.61
08-09-14,23.19
07-09-14,18.23
06-09-14,21.01
05-09-14,20.75
04-09-14,17.23
03-09-14,10.58
02-09-14,8.98
01-09-14,7.58

