Datum Zeit,Dresden-Bergstraße PM2.5
,µg/m³
30-09-14,21.01
29-09-14,20.12
28-09-14,14.80
27-09-14,13.24
26-09-14,12.23
25-09-14,13.44
24-09-14,13.57
23-09-14,8.40
22-09-14,11.88
21-09-14,13.26
20-09-14,15.31
19-09-14,21.48
18-09-14,16.50
17-09-14,16.62
16-09-14,24.14
15-09-14,30.33
14-09-14,25.87
13-09-14,24.47
12-09-14,25.97
11-09-14,18.27
10-09-14,15.50
09-09-14,20.31
08-09-14,30.52
07-09-14,21.07
06-09-14,24.41
05-09-14,25.78
04-09-14,25.02
03-09-14,16.17
02-09-14,13.72
01-09-14,12.22

