Datum Zeit,Niesky PM10
,µg/m³
30-09-14,15
29-09-14,13
28-09-14,12
27-09-14,12
26-09-14,10
25-09-14,13
24-09-14,
23-09-14,9
22-09-14,11
21-09-14,14
20-09-14,13
19-09-14,21
18-09-14,20
17-09-14,27
16-09-14,36
15-09-14,30
14-09-14,29
13-09-14,21
12-09-14,38
11-09-14,14
10-09-14,12
09-09-14,17
08-09-14,22
07-09-14,18
06-09-14,27
05-09-14,23
04-09-14,18
03-09-14,14
02-09-14,7
01-09-14,10

