Datum Zeit,Goerlitz PM10_HVS
,µg/m³
31-10-17,
30-10-17,
29-10-17,
28-10-17,
27-10-17,
26-10-17,
25-10-17,
24-10-17,
23-10-17,
22-10-17,
21-10-17,
20-10-17,
19-10-17,
18-10-17,40.28
17-10-17,27.52
16-10-17,21.70
15-10-17,17.23
14-10-17,18.02
13-10-17,22.10
12-10-17,13.61
11-10-17,13.28
10-10-17,10.95
09-10-17,13.41
08-10-17,5.64
07-10-17,10.64
06-10-17,7.20
05-10-17,9.13
04-10-17,13.15
03-10-17,7.65
02-10-17,23.53
01-10-17,24.25

