Datum Zeit,Radebeul-Wahnsdorf PM10_HVS
,µg/m³
31-10-17,
30-10-17,
29-10-17,
28-10-17,
27-10-17,
26-10-17,
25-10-17,
24-10-17,
23-10-17,
22-10-17,
21-10-17,
20-10-17,
19-10-17,
18-10-17,37.31
17-10-17,26.48
16-10-17,21.65
15-10-17,13.94
14-10-17,13.67
13-10-17,15.33
12-10-17,9.37
11-10-17,7.41
10-10-17,8.57
09-10-17,9.62
08-10-17,5.29
07-10-17,8.99
06-10-17,6.82
05-10-17,7.44
04-10-17,11.26
03-10-17,6.59
02-10-17,15.29
01-10-17,14.70

