Datum Zeit,Niesky PM10_HVS
,µg/m³
31-10-17,
30-10-17,
29-10-17,
28-10-17,
27-10-17,
26-10-17,
25-10-17,
24-10-17,
23-10-17,
22-10-17,
21-10-17,
20-10-17,
19-10-17,
18-10-17,30.50
17-10-17,22.80
16-10-17,18.74
15-10-17,12.98
14-10-17,11.03
13-10-17,15.09
12-10-17,8.56
11-10-17,6.72
10-10-17,7.95
09-10-17,7.08
08-10-17,4.88
07-10-17,8.58
06-10-17,5.15
05-10-17,6.97
04-10-17,8.80
03-10-17,6.76
02-10-17,14.16
01-10-17,17.99

