Datum Zeit,Chemnitz-Hans-Link-Straße PM10_HVS
,µg/m³
31-10-17,
30-10-17,
29-10-17,
28-10-17,
27-10-17,
26-10-17,
25-10-17,
24-10-17,
23-10-17,
22-10-17,
21-10-17,
20-10-17,
19-10-17,
18-10-17,
17-10-17,24.62
16-10-17,18.08
15-10-17,12.15
14-10-17,12.63
13-10-17,13.55
12-10-17,9.99
11-10-17,7.52
10-10-17,7.91
09-10-17,9.62
08-10-17,5.72
07-10-17,7.83
06-10-17,5.09
05-10-17,7.15
04-10-17,9.97
03-10-17,6.53
02-10-17,6.50
01-10-17,10.29

